Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
197,Melvin Bard\1ddbc7ca,fr FRA,DF,Nice,fr Ligue 1,21-180,2000,26.4,52.1,64.2,81.1,918.8,353.5,23.6,26.0,90.7,22.8,27.2,83.6,4.92,8.52,57.8,0.08,0.08,-0.00,0.68,3.83,0.87,0.45,4.66,Matches
198,Enis Bardhi\cac2537b,mk MKD,MFFW,Levante,es La Liga,26-307,1995,16.1,28.0,40.3,69.3,511.6,152.5,13.2,15.2,86.5,9.19,12.7,72.5,4.22,9.01,46.9,0.12,0.19,-0.07,2.11,2.42,0.99,0.12,2.98,Matches
199,Francesco Bardi\0acda699,it ITA,GK,Bologna,it Serie A,30-107,1992,1.0,18.0,25.0,72.0,468.0,234.0,7.00,7.00,100.0,5.00,5.00,100.0,6.00,13.0,46.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
200,Keidi Bare\03049c8c,al ALB,MF,Espanyol,es La Liga,24-250,1997,16.5,45.5,52.8,86.0,838.7,202.2,19.5,21.2,92.0,19.0,21.4,88.7,5.94,8.18,72.6,0.06,0.06,0.00,0.55,4.85,0.36,0.06,3.82,Matches
201,Nicolò Barella\6928979a,it ITA,MF,Inter,it Serie A,25-087,1997,30.1,46.8,56.5,82.9,808.1,256.1,24.1,26.6,90.4,16.7,19.3,86.4,5.05,7.74,65.2,0.33,0.22,0.12,1.66,4.45,2.49,0.60,5.81,Matches
202,Kike Barja\aad53e64,es ESP,MFFW,Osasuna,es La Liga,25-034,1997,7.9,25.3,38.5,65.8,448.0,106.5,12.8,16.1,79.5,8.23,12.4,66.3,3.42,6.71,50.9,0.00,0.08,-0.08,0.63,2.15,0.89,0.13,3.29,Matches
203,Ross Barkley\3a24769f,eng ENG,MF,Chelsea,eng Premier League,28-151,1993,1.7,52.9,64.7,81.8,882.4,201.2,29.4,32.4,90.9,15.3,18.8,81.3,6.47,8.24,78.6,0.00,0.29,-0.29,4.12,3.53,3.53,0.00,5.88,Matches
204,Aymen Barkok\a2a85828,ma MAR,FWMF,Eint Frankfurt,de Bundesliga,23-349,1998,1.1,27.3,39.1,69.8,468.2,268.2,13.6,15.5,88.2,9.09,15.5,58.8,2.73,5.45,50.0,0.00,0.00,0.00,0.00,1.82,0.00,0.00,7.27,Matches
205,Ashley Barnes\2691c772,eng ENG,FW,Burnley,eng Premier League,32-187,1989,5.6,14.6,22.1,66.1,208.0,54.3,9.46,12.7,74.6,3.93,5.71,68.8,0.89,2.14,41.7,0.00,0.14,-0.14,1.25,1.61,0.54,0.00,1.79,Matches
206,Harvey Barnes\3ea50f67,eng ENG,FWMF,Leicester City,eng Premier League,24-147,1997,19.7,22.8,31.1,73.5,321.2,96.4,14.2,17.0,83.8,6.80,9.64,70.5,1.02,2.34,43.5,0.30,0.13,0.17,1.17,1.12,0.96,0.10,3.15,Matches
207,Antonio Barragán\487d9b09,es ESP,DF,Elche,es La Liga,34-327,1987,10.3,39.2,49.2,79.7,773.4,360.0,12.6,13.8,91.5,21.1,24.3,86.8,4.85,9.51,51.0,0.00,0.01,-0.01,0.19,2.33,0.39,0.10,3.50,Matches
208,Leandro Barreiro Martins\00242b75,lu LUX,MF,Mainz 05,de Bundesliga,22-122,2000,18.9,19.5,26.8,72.8,305.5,98.8,10.2,12.6,80.3,7.35,9.95,73.9,1.38,2.33,59.1,0.11,0.11,-0.01,0.63,1.69,0.74,0.11,2.43,Matches
209,Ander Barrenetxea\200e89e1,es ESP,FWMF,Real Sociedad,es La Liga,20-129,2001,6.1,22.3,30.7,72.7,347.7,93.3,11.5,14.1,81.4,8.03,10.5,76.6,1.64,2.62,62.5,0.16,0.16,0.00,1.31,0.82,1.31,0.16,2.30,Matches
210,Jacob Barrett Laursen\c0d3bd23,dk DEN,DF,Arminia,de Bundesliga,27-169,1994,16.3,31.7,44.7,71.0,603.9,249.7,13.5,16.0,84.6,13.2,17.2,76.8,4.60,8.96,51.4,0.00,0.03,-0.03,0.31,1.84,0.18,0.06,2.64,Matches
211,Musa Barrow\e5bf73f3,gm GAM,FWMF,Bologna,it Serie A,23-172,1998,21.5,29.1,38.5,75.7,513.1,114.7,15.2,17.0,89.3,9.49,12.2,77.6,3.72,7.77,47.9,0.23,0.15,0.08,1.72,2.05,1.63,0.37,2.74,Matches
212,Abdourahmane Barry\8df328f4,fr FRA,DF,Greuther Fürth,de Bundesliga,22-073,2000,2.3,38.3,50.0,76.5,732.6,323.0,16.1,17.8,90.2,14.3,17.8,80.5,5.65,9.57,59.1,0.00,0.04,-0.04,0.87,3.48,0.87,0.87,4.35,Matches
213,Marc Bartra\b742cc0d,es ESP,DF,Betis,es La Liga,31-110,1991,19.1,42.5,51.6,82.4,967.4,308.0,11.0,12.3,90.2,22.7,24.5,92.5,8.48,14.0,60.4,0.00,0.01,-0.01,0.26,3.25,0.16,0.00,2.72,Matches
214,Daniele Baselli\ea06dd97,it ITA,MF,Cagliari,it Serie A,30-054,1992,3.0,33.3,45.3,73.5,643.3,212.0,13.3,17.0,78.4,14.0,16.3,85.7,5.00,9.67,51.7,0.00,0.17,-0.17,2.00,4.33,1.33,0.33,4.33,Matches
215,Daniele Baselli\ea06dd97,it ITA,MFFW,Torino,it Serie A,30-054,1992,1.7,37.6,51.2,73.6,722.4,214.1,14.1,19.4,72.7,17.1,21.2,80.6,5.88,8.24,71.4,0.00,0.00,0.00,0.59,4.71,0.00,0.00,1.76,Matches
216,Toma Bašić\80556f08,hr CRO,MF,Bordeaux,fr Ligue 1,25-161,1996,2.3,32.2,43.9,73.3,634.8,164.8,12.6,13.9,90.6,14.3,16.5,86.8,4.78,12.2,39.3,0.43,0.26,0.17,2.17,3.91,0.43,0.43,2.17,Matches
217,Toma Bašić\80556f08,hr CRO,MF,Lazio,it Serie A,25-161,1996,9.7,35.2,41.5,84.6,562.0,87.4,18.4,20.0,91.8,13.7,16.0,85.8,2.27,3.61,62.9,0.21,0.08,0.12,0.52,1.86,0.10,0.00,0.93,Matches
218,Amine Bassi\ced1d98f,fr FRA,MF,Metz,fr Ligue 1,24-159,1997,2.0,43.0,59.5,72.3,802.5,287.0,19.5,25.0,78.0,17.0,19.5,87.2,6.00,12.5,48.0,0.00,0.20,-0.20,3.50,5.00,0.00,0.00,5.00,Matches
219,Álvaro Bastida\42a028c5,es ESP,MF,Cádiz,es La Liga,17-358,2004,2.2,19.1,24.1,79.2,333.2,39.1,10.0,11.4,88.0,6.82,7.27,93.8,2.27,4.55,50.0,0.00,0.00,0.00,0.00,0.91,0.00,0.00,0.45,Matches
220,Alessandro Bastoni\75b86fb3,it ITA,DF,Inter,it Serie A,23-022,1999,24.3,62.5,69.9,89.4,1257.0,377.4,23.1,24.9,92.9,28.4,30.6,92.9,9.79,12.3,79.3,0.04,0.05,-0.01,0.41,4.49,0.70,0.16,3.99,Matches
221,Simone Bastoni\1ac232b8,it ITA,MFDF,Spezia,it Serie A,25-181,1996,24.8,35.4,48.2,73.5,667.2,273.3,16.0,18.4,87.1,13.4,16.5,81.2,5.04,10.6,47.3,0.08,0.14,-0.06,1.81,3.31,1.17,0.52,3.63,Matches
222,Lewis Bate\cd4256d3,eng ENG,MF,Leeds United,eng Premier League,19-188,2002,0.5,30.0,38.0,78.9,362.0,62.0,24.0,30.0,80.0,6.00,6.00,100.0,0.00,2.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,Matches
223,Rodrigo Battaglia\d637fc22,ar ARG,MF,Mallorca,es La Liga,30-297,1991,10.1,35.6,43.2,82.6,598.0,168.1,17.2,18.7,92.1,13.0,15.7,82.4,4.16,6.14,67.7,0.00,0.01,-0.01,0.30,2.57,0.10,0.00,2.67,Matches
224,Maximilian Bauer\44a20f0c,de GER,DF,Greuther Fürth,de Bundesliga,22-085,2000,18.6,37.7,45.6,82.8,878.0,254.2,8.39,9.73,86.2,20.9,22.6,92.4,8.23,12.4,66.2,0.00,0.00,0.00,0.05,1.02,0.00,0.00,0.97,Matches
225,Oliver Baumann\47064058,de GER,GK,Hoffenheim,de Bundesliga,31-337,1990,31.0,37.5,46.9,79.8,939.1,503.1,9.94,10.0,99.0,17.1,17.3,98.9,9.87,19.0,51.9,0.00,0.00,0.00,0.00,0.61,0.00,0.00,0.00,Matches
226,Timo Baumgartl\bd7d2e6d,de GER,DF,Union Berlin,de Bundesliga,26-062,1996,24.1,38.9,48.4,80.3,855.5,314.9,10.7,12.6,85.5,20.5,23.3,88.1,7.30,11.9,61.5,0.08,0.02,0.06,0.21,3.03,0.29,0.17,3.24,Matches
227,Julian Baumgartlinger\69374ff5,at AUT,MF,Leverkusen,de Bundesliga,34-123,1988,0.2,120.0,125.0,96.0,2185.0,185.0,45.0,50.0,90.0,60.0,60.0,100.0,10.0,10.0,100.0,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,Matches
