Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
89,Felipe Anderson\9f1893b9,br BRA,FW,Lazio,it Serie A,29-020,1993,29.1,45.7,43.2,2.54,0.24,0.07,6.70,1.00,2.30,0.45,0.27,0.07,0.03,34.0,6.46,5.29,6.94,35.9,1.44,0.79,0.21,35.6,0.10,0.58,2.23,1.75,Matches
90,Sebastian Andersson\b4cf5806,se SWE,FW,Köln,de Bundesliga,30-294,1991,14.0,18.1,17.3,0.79,0.00,0.00,7.79,0.07,1.07,0.00,0.00,0.00,0.00,8.50,5.57,4.00,2.36,9.29,1.79,0.07,2.00,12.0,0.00,0.29,0.79,1.00,Matches
91,Florin Andone\dc008610,ro ROU,FW,Cádiz,es La Liga,29-024,1993,2.0,20.0,18.0,2.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,9.50,5.50,5.00,4.50,8.50,3.50,0.00,1.00,14.0,0.00,2.00,0.00,1.50,Matches
92,Andrés Andrade Cedeño\6ea23758,pa PAN,DF,Arminia,de Bundesliga,23-201,1998,11.6,44.6,36.3,8.28,0.78,0.00,6.47,0.78,0.95,0.00,0.00,0.00,0.00,22.2,8.88,13.4,26.6,5.17,3.53,7.50,0.09,30.4,0.09,0.78,2.41,1.55,Matches
93,Fredrik André Bjørkan\3724baa1,no NOR,DF,Hertha BSC,de Bundesliga,23-257,1998,3.5,44.3,35.1,9.14,0.57,0.00,7.14,0.00,0.86,0.00,0.00,0.00,0.00,27.1,9.71,7.43,24.3,10.3,1.14,8.57,0.00,36.0,0.00,0.00,1.14,2.29,Matches
94,Benjamin André\ef9c1c95,fr FRA,MF,Lille,fr Ligue 1,31-275,1990,28.8,57.8,55.9,1.84,1.39,0.10,11.3,2.05,0.52,0.03,0.00,0.00,0.00,40.2,8.78,8.82,7.85,43.6,2.50,0.38,0.49,47.0,0.14,1.04,2.50,1.22,Matches
95,Robert Andrich\e0b113a7,de GER,MF,Leverkusen,de Bundesliga,27-225,1994,19.1,50.5,49.4,1.10,0.94,0.21,6.70,0.52,0.26,0.00,0.00,0.00,0.00,36.0,6.34,8.17,9.27,35.8,3.30,0.16,0.47,41.6,0.26,1.05,1.20,0.99,Matches
96,José Ángel\3024e383,es ESP,DF,Osasuna,es La Liga,32-242,1989,11.2,64.0,51.6,12.4,1.43,0.00,7.68,4.38,2.68,0.00,0.00,0.00,0.00,30.5,11.2,22.3,42.1,6.70,2.50,11.0,0.36,48.3,0.18,1.25,3.21,1.25,Matches
97,Angeliño\30941e96,es ESP,DF,RB Leipzig,de Bundesliga,25-121,1997,24.6,59.3,47.5,11.9,1.95,0.08,7.40,2.52,5.00,1.95,0.93,0.37,0.04,30.5,9.63,19.2,45.1,3.98,1.75,7.97,0.04,43.0,0.37,1.06,1.63,1.59,Matches
98,Ebenezer Annan\39aa05a7,gh GHA,DF,Bologna,it Serie A,19-257,2002,0.3,36.7,26.7,10.0,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,10.0,6.67,20.0,23.3,3.33,0.00,10.0,0.00,13.3,0.00,0.00,0.00,3.33,Matches
99,Cristian Ansaldi\bbafc0c4,ar ARG,DF,Torino,it Serie A,35-227,1986,6.5,54.2,43.2,10.9,1.08,0.15,5.23,2.46,4.62,1.08,0.46,0.15,0.00,24.5,10.6,19.1,13.7,30.0,1.23,8.77,0.00,38.5,0.31,1.69,0.92,2.31,Matches
100,Janis Antiste\38d9ce53,fr FRA,FWMF,Spezia,it Serie A,19-260,2002,7.8,23.7,21.4,2.31,0.00,0.13,5.00,0.13,0.90,0.00,0.00,0.00,0.00,14.7,4.10,4.87,3.08,16.3,2.44,0.64,0.13,15.6,0.26,0.26,1.15,1.41,Matches
101,Waldemar Anton\5e66fa06,de GER,DF,Stuttgart,de Bundesliga,25-289,1996,26.8,65.6,62.7,2.91,1.60,0.07,6.72,1.75,0.45,0.00,0.00,0.00,0.00,49.7,5.71,10.2,10.6,49.7,2.35,1.19,0.19,56.4,0.07,1.23,0.93,0.75,Matches
102,Josep Antoni Gayá\4a5f2032,es ESP,DF,Mallorca,es La Liga,21-302,2000,0.6,41.7,38.3,3.33,0.00,0.00,1.67,1.67,0.00,0.00,0.00,0.00,0.00,33.3,0.00,8.33,13.3,23.3,5.00,0.00,0.00,33.3,0.00,0.00,0.00,0.00,Matches
103,Michail Antonio\ac05f970,jm JAM,FW,West Ham,eng Premier League,32-038,1990,30.5,22.0,20.9,1.08,0.10,0.20,6.75,0.72,1.70,0.03,0.00,0.00,0.00,12.6,4.89,4.52,3.25,15.3,0.89,0.46,0.23,14.4,0.20,0.59,1.11,1.70,Matches
104,Christopher Antwi-Adjei\0a3f6cde,gh GHA,FWMF,Bochum,de Bundesliga,28-087,1994,12.6,20.8,18.6,2.22,0.00,0.08,4.68,0.32,2.22,0.08,0.00,0.00,0.00,12.0,4.13,4.68,3.57,13.0,1.27,2.14,0.08,13.0,0.08,0.56,1.43,1.59,Matches
105,Houssem Aouar\a5db0bec,fr FRA,MFFW,Lyon,fr Ligue 1,23-309,1998,26.1,52.1,50.0,2.07,0.96,0.19,8.93,0.80,0.54,0.38,0.11,0.08,0.08,44.2,4.52,3.41,4.98,45.6,0.54,0.34,0.42,45.4,0.08,0.34,1.69,1.15,Matches
106,Adil Aouchiche\b94b8be1,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,19-294,2002,10.9,52.5,47.3,5.14,1.56,0.09,9.08,3.94,2.02,3.12,1.10,1.28,0.09,36.4,4.77,11.3,7.52,41.7,1.65,0.28,0.37,39.7,0.18,1.19,2.66,1.47,Matches
107,Dennis Appiah\feb5d3ab,fr FRA,DF,Nantes,fr Ligue 1,29-330,1992,22.0,43.3,37.0,6.36,0.50,0.00,3.95,0.59,1.23,0.00,0.00,0.00,0.00,27.6,6.64,9.05,3.68,30.9,2.18,5.86,0.09,33.5,0.09,1.59,1.86,1.27,Matches
108,Mauro Arambarri\58afe001,uy URU,MF,Getafe,es La Liga,26-217,1995,25.6,43.1,38.1,5.00,2.89,0.00,6.60,3.44,0.82,1.99,0.74,1.02,0.16,25.2,5.12,12.9,3.44,36.1,2.54,0.12,0.12,32.0,0.16,0.82,1.29,1.45,Matches
109,Mattia Aramu\0847b5a5,it ITA,MFFW,Venezia,it Serie A,26-356,1995,21.2,34.8,27.5,7.22,1.51,0.05,5.90,1.79,2.55,2.92,1.37,1.27,0.05,20.7,4.72,9.39,28.8,3.54,0.71,0.90,0.52,22.9,0.28,0.75,1.75,1.60,Matches
110,Charles Aránguiz\56413b1f,cl CHI,MF,Leverkusen,de Bundesliga,33-018,1989,16.2,61.9,59.6,2.35,1.98,0.06,8.58,1.79,0.43,0.00,0.00,0.00,0.00,44.1,7.78,10.0,6.79,51.1,2.59,0.37,0.43,52.2,0.31,0.56,1.73,1.48,Matches
111,Néstor Araujo\27a013f7,mx MEX,DF,Celta Vigo,es La Liga,30-249,1991,25.1,52.5,51.4,1.16,1.04,0.00,3.98,1.27,0.12,0.00,0.00,0.00,0.00,41.3,3.31,7.97,7.77,39.6,3.51,0.12,0.08,45.6,0.24,0.92,0.72,0.40,Matches
112,Ronald Araújo\2bef2bca,uy URU,DF,Barcelona,es La Liga,23-059,1999,22.5,66.0,62.4,3.69,1.69,0.04,5.38,2.18,0.18,0.00,0.00,0.00,0.00,53.4,4.09,8.53,5.24,55.3,1.82,1.91,0.22,59.5,0.13,0.76,0.98,0.22,Matches
113,Cameron Archer\05e8ca6d,eng ENG,MFFW,Aston Villa,eng Premier League,20-288,2001,0.3,16.7,16.7,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,13.3,3.33,0.00,3.33,10.0,0.00,0.00,3.33,16.7,0.00,0.00,0.00,0.00,Matches
114,Alphonse Areola\2f965a72,fr FRA,GK,West Ham,eng Premier League,29-067,1993,1.0,41.0,24.0,17.0,3.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,11.0,1.00,29.0,2.00,35.0,0.00,0.00,3.00,20.0,0.00,0.00,1.00,0.00,Matches
115,Jesús Areso\94e01ec6,es ESP,DF,Osasuna,es La Liga,22-307,1999,1.9,34.7,20.0,14.7,0.00,0.00,3.16,1.05,1.05,0.00,0.00,0.00,0.00,11.1,5.79,17.9,0.00,15.3,3.68,14.7,0.00,23.7,0.00,1.05,1.05,0.00,Matches
116,Matias Arezo\484ebdb0,uy URU,FW,Granada,es La Liga,19-165,2002,1.7,20.0,18.2,1.76,0.00,0.00,8.24,0.00,1.76,0.00,0.00,0.00,0.00,9.41,6.47,4.12,3.53,8.82,2.35,0.59,0.00,10.6,0.00,0.59,1.18,1.18,Matches
117,Santiago Arias\fdd60087,co COL,DF,Granada,es La Liga,30-112,1992,3.7,48.1,37.6,10.5,0.27,0.00,5.68,0.81,1.89,0.00,0.00,0.00,0.00,21.4,11.9,14.9,3.78,28.6,3.24,10.3,0.81,35.9,0.00,0.27,1.35,1.35,Matches
118,Adam Armstrong\68c720b5,eng ENG,FWMF,Southampton,eng Premier League,25-084,1997,14.0,20.1,18.3,1.86,0.00,0.07,4.14,0.50,1.43,0.00,0.00,0.00,0.00,13.9,3.43,2.79,4.00,14.2,1.00,0.14,0.29,14.3,0.07,0.14,0.93,0.86,Matches
119,Stuart Armstrong\97333cf5,sct SCO,MF,Southampton,eng Premier League,30-036,1992,14.2,44.5,42.5,1.97,0.14,0.07,7.25,0.63,1.69,0.14,0.00,0.07,0.00,34.3,5.63,4.58,7.39,35.1,1.06,0.28,0.35,35.3,0.14,0.63,2.46,1.41,Matches
120,Marko Arnautović\00459419,at AUT,FW,Bologna,it Serie A,33-016,1989,27.9,31.2,29.5,1.68,0.00,0.11,9.32,0.39,0.65,0.00,0.00,0.00,0.00,20.2,6.34,4.66,3.58,23.2,2.22,0.29,0.82,22.8,0.11,0.22,1.76,1.18,Matches
121,Maximilian Arnold\86e119e0,de GER,MF,Wolfsburg,de Bundesliga,27-343,1994,31.3,56.9,49.0,7.89,4.50,0.10,7.67,3.45,1.47,3.13,1.88,1.09,0.00,34.7,4.73,17.4,42.4,11.6,1.60,0.19,0.29,44.4,0.35,1.15,1.44,0.89,Matches
122,Kepa Arrizabalaga\28d596a0,es ESP,GK,Chelsea,eng Premier League,27-214,1994,4.0,34.8,27.5,7.25,2.00,0.00,4.50,1.00,0.00,0.00,0.00,0.00,0.00,23.8,1.75,9.25,3.25,24.0,0.00,0.00,7.00,28.8,0.00,0.75,0.00,0.00,Matches
123,Tolgay Arslan\963a328b,de GER,MF,Udinese,it Serie A,31-262,1990,18.3,36.5,34.6,1.86,1.15,0.11,5.79,0.66,1.37,0.38,0.11,0.27,0.00,27.3,3.66,5.57,3.77,30.6,1.48,0.16,0.16,29.3,0.00,0.44,1.26,1.37,Matches
124,Arthur\a820e429,br BRA,FW,Fiorentina,it Serie A,24-010,1998,6.7,18.5,16.7,1.79,0.00,0.00,4.78,0.45,0.30,0.00,0.00,0.00,0.00,12.8,2.24,3.43,1.49,14.9,0.90,0.00,0.30,14.6,0.00,0.15,0.30,0.75,Matches
125,Santiago Arzamendia\759d8dd7,py PAR,MFDF,Cádiz,es La Liga,24-000,1998,5.2,32.7,28.3,4.42,0.77,0.00,7.31,1.54,2.50,0.96,0.38,0.38,0.19,15.4,6.73,10.6,20.0,3.65,3.27,2.69,0.58,21.0,0.77,1.15,1.15,0.96,Matches
126,Takuma Asano\13ddc856,jp JPN,FWMF,Bochum,de Bundesliga,27-176,1994,16.1,20.4,19.9,0.43,0.06,0.12,4.66,0.50,1.37,0.00,0.00,0.00,0.00,13.5,3.42,3.42,6.15,12.4,0.62,0.25,0.25,14.1,0.06,0.37,0.81,1.49,Matches
127,Santiago Ascacíbar\e26fcca3,ar ARG,MF,Hertha BSC,de Bundesliga,25-069,1997,24.4,46.0,43.4,2.58,2.21,0.00,7.54,0.90,0.08,0.00,0.00,0.00,0.00,33.1,6.48,6.43,8.69,32.3,3.36,0.29,0.20,38.2,0.20,0.82,1.43,1.23,Matches
128,Sergio Asenjo\9f0ea33f,es ESP,GK,Villarreal,es La Liga,32-311,1989,6.0,37.0,27.2,9.83,0.50,0.00,2.00,0.83,0.00,0.00,0.00,0.00,0.00,25.2,2.50,9.33,5.67,23.7,0.50,0.00,6.50,30.5,0.17,1.00,0.00,0.17,Matches
129,Marco Asensio\45af8a54,es ESP,FWMF,Real Madrid,es La Liga,26-104,1996,17.2,47.2,43.1,4.07,0.81,0.06,6.51,2.15,2.33,2.38,1.22,0.29,0.12,36.3,4.77,6.16,41.5,4.07,0.70,0.64,0.29,38.5,0.29,0.35,1.80,1.57,Matches
130,Harrison Ashby\b391383a,sct SCO,DF,West Ham,eng Premier League,20-172,2001,0.1,80.0,70.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.0,20.0,10.0,0.00,60.0,10.0,10.0,0.00,70.0,0.00,0.00,0.00,0.00,Matches
131,Kristoffer Askildsen\a69cc629,no NOR,MF,Sampdoria,it Serie A,21-116,2001,8.1,26.5,25.6,0.99,0.86,0.00,5.93,0.25,0.12,0.00,0.00,0.00,0.00,13.2,5.68,7.65,5.06,16.7,1.73,0.12,0.62,18.0,0.37,0.49,1.23,1.11,Matches
132,Fisnik Asllani\35f67a30,xk KVX,MFFW,Hoffenheim,de Bundesliga,19-270,2002,0.1,80.0,80.0,0.00,0.00,0.00,40.0,0.00,0.00,0.00,0.00,0.00,0.00,60.0,20.0,0.00,10.0,70.0,0.00,0.00,0.00,60.0,0.00,0.00,0.00,10.0,Matches
133,Kristjan Asllani\0fdcef0e,al ALB,MF,Empoli,it Serie A,20-057,2002,12.0,53.3,49.1,4.17,2.42,0.00,5.33,2.92,0.92,1.33,0.67,0.33,0.08,38.9,3.67,10.7,13.6,38.3,0.67,0.25,0.08,44.2,0.08,1.00,1.25,0.75,Matches
134,Iago Aspas\7dcf86f6,es ESP,FW,Celta Vigo,es La Liga,34-277,1987,30.6,39.1,36.2,2.84,1.14,0.07,7.97,1.70,2.58,0.92,0.49,0.20,0.07,27.8,5.52,5.75,27.4,8.46,1.67,0.56,0.29,27.8,0.16,1.05,2.55,1.70,Matches
135,Lorenz Assignon\b026bbf6,tg TOG,DF,Rennes,fr Ligue 1,21-317,2000,6.5,57.7,45.2,12.5,0.77,0.15,6.46,1.23,2.31,0.00,0.00,0.00,0.00,35.8,14.0,7.85,3.69,39.1,1.85,11.7,0.31,46.2,0.31,2.00,2.31,2.46,Matches
136,Simon Asta\dfc85b89,de GER,DF,Greuther Fürth,de Bundesliga,21-100,2001,6.9,47.4,36.4,11.0,0.29,0.00,4.78,0.43,1.59,0.00,0.00,0.00,0.00,24.3,9.71,13.3,1.74,32.0,2.32,10.7,0.00,33.6,0.14,1.01,2.75,2.17,Matches
137,Youcef Atal\6a827d8e,dz ALG,DF,Nice,fr Ligue 1,25-353,1996,12.7,57.4,48.0,9.37,0.71,0.16,6.77,0.94,3.78,0.16,0.00,0.00,0.00,34.0,11.7,11.7,3.07,42.1,2.13,8.50,0.16,44.0,0.08,1.10,2.68,1.89,Matches
138,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Arsenal,eng Premier League,32-321,1989,11.5,17.8,17.2,0.61,0.00,0.09,5.39,0.26,0.78,0.00,0.00,0.00,0.00,10.4,4.09,3.30,2.35,13.1,0.70,0.09,0.09,12.6,0.09,0.17,0.70,0.96,Matches
139,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Barcelona,es La Liga,32-321,1989,9.5,20.8,19.4,1.47,0.00,0.11,5.47,0.00,0.84,0.00,0.00,0.00,0.00,15.4,2.95,2.53,2.53,17.4,0.32,0.00,0.00,15.3,0.00,0.21,1.58,0.42,Matches
140,Emil Audero\649b01d8,it ITA,GK,Sampdoria,it Serie A,25-107,1997,25.5,34.4,23.7,10.7,3.14,0.04,2.71,0.43,0.00,0.00,0.00,0.00,0.00,14.7,1.41,18.3,3.33,26.2,0.00,0.04,3.84,23.5,0.27,0.63,0.20,0.04,Matches
141,Tommaso Augello\3cd3b384,it ITA,DF,Sampdoria,it Serie A,27-248,1994,23.6,51.8,41.7,10.0,1.19,0.00,6.19,0.68,2.50,0.17,0.00,0.00,0.00,27.1,11.1,13.6,36.9,2.37,2.42,8.69,0.13,39.3,0.08,0.59,1.44,2.46,Matches
142,Jean-Kévin Augustin\97bfa797,fr FRA,FWMF,Nantes,fr Ligue 1,24-323,1997,0.7,21.4,20.0,1.43,0.00,0.00,5.71,0.00,0.00,0.00,0.00,0.00,0.00,15.7,4.29,1.43,2.86,15.7,0.00,0.00,0.00,17.1,0.00,0.00,1.43,0.00,Matches
143,Ludwig Augustinsson\9fec8860,se SWE,DF,Sevilla,es La Liga,28-014,1994,8.8,63.6,50.6,13.1,1.48,0.00,3.86,2.95,2.39,2.16,0.00,1.82,0.00,38.1,11.1,14.4,44.4,6.48,1.70,9.43,0.57,51.4,0.23,1.25,0.91,1.59,Matches
144,Serge Aurier\5c2b4f07,ci CIV,DF,Villarreal,es La Liga,29-132,1992,10.9,66.6,58.2,8.44,0.92,0.00,7.52,1.83,2.02,0.00,0.00,0.00,0.00,48.5,9.91,8.17,5.69,48.1,3.58,7.52,0.18,56.9,0.18,0.64,1.19,1.19,Matches
145,Ezequiel Ávila\253a06b9,ar ARG,FWMF,Osasuna,es La Liga,28-088,1994,18.4,25.5,24.5,1.03,0.27,0.00,6.14,1.41,2.66,0.16,0.00,0.05,0.05,10.1,6.68,8.75,5.43,14.1,3.04,0.27,0.60,14.3,0.16,1.25,1.20,1.68,Matches
146,Taiwo Awoniyi\e5478b87,ng NGA,FW,Union Berlin,de Bundesliga,24-266,1997,22.5,19.6,19.2,0.36,0.00,0.22,7.02,0.09,0.36,0.00,0.00,0.00,0.00,12.5,4.49,2.58,3.64,12.0,1.33,0.04,0.93,13.5,0.09,0.49,1.20,1.07,Matches
147,Ramzi Aya\6a1f66a7,it ITA,DF,Salernitana,it Serie A,31-276,1990,1.5,18.7,15.3,3.33,0.67,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,9.33,2.00,7.33,1.33,13.3,1.33,2.67,0.00,12.0,0.00,1.33,0.00,0.00,Matches
148,Jordan Ayew\da052c14,gh GHA,FW,Crystal Palace,eng Premier League,30-236,1991,21.4,33.3,32.7,0.56,0.09,0.05,6.03,0.65,2.24,0.05,0.00,0.00,0.00,23.9,4.72,4.63,1.68,28.6,1.21,0.42,0.33,25.4,0.09,0.56,1.26,1.92,Matches
149,Kaan Ayhan\2200181e,tr TUR,DF,Sassuolo,it Serie A,27-176,1994,13.0,58.7,55.5,3.23,2.69,0.00,5.85,2.54,0.08,0.00,0.00,0.00,0.00,47.5,2.92,8.23,3.85,51.0,1.85,0.23,0.31,52.9,0.31,0.85,0.77,0.23,Matches
150,Luke Ayling\420d7c7d,eng ENG,DF,Leeds United,eng Premier League,30-253,1991,25.0,61.5,54.6,6.88,1.40,0.08,8.24,1.92,1.00,0.00,0.00,0.00,0.00,36.9,9.84,14.8,5.44,46.6,2.56,5.44,0.24,48.0,0.36,1.12,2.80,1.04,Matches
151,Karim Azamoum\eaf71a5e,fr FRA,DF,Troyes,fr Ligue 1,32-108,1990,4.3,33.7,31.2,2.56,1.16,0.00,4.42,0.70,0.00,0.00,0.00,0.00,0.00,22.1,4.88,6.74,2.33,27.9,1.16,1.40,0.00,25.1,0.00,1.40,2.33,0.47,Matches
152,Sardar Azmoun\10549b49,ir IRN,FWMF,Leverkusen,de Bundesliga,27-124,1995,3.2,25.6,25.3,0.31,0.00,0.00,4.38,0.00,0.00,0.00,0.00,0.00,0.00,19.4,3.13,3.13,1.56,20.3,1.56,0.00,0.31,18.4,0.63,0.94,0.94,1.25,Matches
153,César Azpilicueta\53cad200,es ESP,DF,Chelsea,eng Premier League,32-250,1989,20.7,73.8,66.7,7.15,1.21,0.00,6.91,0.58,1.74,0.00,0.00,0.00,0.00,52.6,9.61,11.6,5.80,57.1,3.67,5.94,0.14,61.9,0.29,0.87,2.17,1.74,Matches
154,Iddrisu Baba\bfd381b3,gh GHA,MF,Mallorca,es La Liga,26-103,1996,20.5,35.4,34.6,0.78,0.68,0.05,7.80,0.78,0.24,0.00,0.00,0.00,0.00,25.4,3.17,6.83,2.34,29.8,1.61,0.10,0.10,28.7,0.10,0.29,1.17,1.02,Matches
155,Carlos Bacca\09a9e921,co COL,FW,Granada,es La Liga,35-239,1986,5.6,18.9,17.5,1.43,0.00,0.18,6.43,0.00,0.36,0.00,0.00,0.00,0.00,11.4,3.21,4.29,0.89,14.3,1.25,0.18,0.54,12.3,0.00,0.54,1.07,1.25,Matches
156,Daniel Bachmann\1c0eea98,at AUT,GK,Watford,eng Premier League,27-300,1994,11.0,29.8,19.5,10.4,3.09,0.00,1.64,0.73,0.00,0.00,0.00,0.00,0.00,10.0,1.18,18.6,1.64,22.2,0.00,0.00,3.64,17.6,0.18,1.00,0.36,0.09,Matches
157,Loïc Bade\114bbdee,fr FRA,DF,Rennes,fr Ligue 1,22-024,2000,10.9,65.0,64.0,0.92,0.83,0.00,4.40,1.65,0.18,0.00,0.00,0.00,0.00,57.2,1.74,5.96,7.25,54.0,2.29,0.09,0.00,59.8,0.09,0.83,0.64,0.18,Matches
158,Milan Badelj\e8c930bb,hr CRO,MF,Genoa,it Serie A,33-069,1989,30.3,49.7,48.3,1.45,1.35,0.03,8.38,1.45,0.26,0.00,0.00,0.00,0.00,30.6,7.69,11.4,7.66,37.9,2.57,0.10,0.30,39.0,0.23,0.86,1.68,1.09,Matches
159,Édgar Badía\e4346678,es ESP,GK,Elche,es La Liga,30-082,1992,22.0,34.8,22.8,12.0,3.00,0.00,2.23,0.86,0.00,0.00,0.00,0.00,0.00,13.2,0.86,20.7,3.23,24.5,0.05,0.05,3.86,23.4,0.05,1.41,0.36,0.32,Matches
160,Benoît Badiashile\06df8256,fr FRA,DF,Monaco,fr Ligue 1,21-040,2001,17.4,68.7,67.4,1.32,1.26,0.00,6.49,2.70,0.06,0.00,0.00,0.00,0.00,55.0,5.40,8.33,53.9,10.1,2.41,0.06,0.06,61.4,0.06,1.09,1.15,0.46,Matches
161,Youssouph Badji\6a2b9aee,sn SEN,FW,Brest,fr Ligue 1,20-136,2001,1.5,25.3,24.7,0.67,0.00,0.00,12.0,0.00,0.67,0.00,0.00,0.00,0.00,13.3,4.00,8.00,1.33,17.3,2.00,0.00,0.00,17.3,0.00,0.00,0.67,0.67,Matches
162,Miguel Baeza\a98f3cbf,es ESP,DF,Celta Vigo,es La Liga,22-039,2000,0.0,5,5,0,0,0,1,0,1,0,0,0,0,4,0,1,5,0,0,0,0,4,0,0,0,0,Matches
163,Issa Bah\956a78ea,lu LUX,FW,Venezia,it Serie A,19-304,2002,0.1,60.0,60.0,0.00,0.00,0.00,30.0,0.00,0.00,0.00,0.00,0.00,0.00,50.0,0.00,10.0,10.0,40.0,0.00,0.00,0.00,50.0,0.00,0.00,10.0,0.00,Matches
164,Stéphane Bahoken\5046b7d4,cm CMR,FW,Angers,fr Ligue 1,29-342,1992,9.8,16.5,15.6,0.92,0.00,0.00,5.00,0.00,0.61,0.00,0.00,0.00,0.00,11.3,3.16,2.04,1.12,12.9,0.51,0.10,0.51,12.8,0.00,0.10,0.51,0.82,Matches
165,Leon Bailey\3a233281,jm JAM,FWMF,Aston Villa,eng Premier League,24-269,1997,8.5,26.4,24.2,2.12,0.12,0.00,4.59,1.29,2.47,1.41,1.29,0.12,0.00,15.3,4.94,6.12,18.0,6.35,0.59,0.47,0.12,17.5,0.00,0.47,0.82,1.76,Matches
166,Eric Bailly\a1232f4e,ci CIV,DF,Manchester Utd,eng Premier League,28-023,1994,2.4,33.3,31.7,1.67,1.67,0.00,4.17,0.83,0.00,0.00,0.00,0.00,0.00,23.3,2.50,7.50,6.67,21.7,2.92,0.00,0.42,26.7,0.00,0.42,0.83,0.83,Matches
167,Dénys Bain\5065d67d,fr FRA,DF,Brest,fr Ligue 1,28-307,1993,2.0,41.0,39.0,2.00,2.00,0.00,2.50,2.00,0.00,0.00,0.00,0.00,0.00,33.0,2.00,6.00,21.0,19.0,0.00,0.00,0.00,39.5,0.00,0.00,0.00,0.00,Matches
168,Stefan Bajic\be13e5a8,fr FRA,GK,Saint-Étienne,fr Ligue 1,20-133,2001,5.7,32.5,22.1,10.4,2.63,0.00,2.11,0.53,0.00,0.00,0.00,0.00,0.00,16.8,0.70,14.9,1.58,23.3,0.00,0.00,6.84,22.8,0.18,1.23,0.00,0.00,Matches
169,Nedim Bajrami\f42d6c13,al ALB,MF,Empoli,it Serie A,23-066,1999,21.3,39.3,32.3,7.04,1.55,0.00,6.15,2.11,3.05,4.37,1.36,2.11,0.47,28.2,2.91,8.22,2.86,35.3,0.61,0.42,0.05,27.7,0.19,0.66,1.55,1.78,Matches
170,Cédric Bakambu\0af4dcf0,cd COD,FW,Marseille,fr Ligue 1,31-024,1991,3.8,17.1,15.8,1.32,0.00,0.00,6.05,0.53,0.53,0.00,0.00,0.00,0.00,13.7,1.84,1.58,1.32,13.4,0.53,0.26,0.26,13.4,0.00,0.53,1.05,0.00,Matches
171,Abdoulaye Bakayoko\ee95585f,fr FRA,DF,Saint-Étienne,fr Ligue 1,19-141,2002,3.4,38.5,37.4,1.18,1.18,0.00,5.59,0.59,0.00,0.00,0.00,0.00,0.00,23.8,5.29,9.41,7.65,28.2,2.35,0.00,0.00,27.4,0.00,2.65,0.59,1.18,Matches
172,Tiemoué Bakayoko\59bf127b,fr FRA,MF,Milan,it Serie A,27-261,1994,5.4,57.6,57.2,0.37,0.37,0.19,6.67,1.85,0.19,0.00,0.00,0.00,0.00,43.3,7.78,6.48,10.0,40.9,3.52,0.00,0.37,50.9,0.00,0.37,0.74,0.37,Matches
173,Mitchel Bakker\a8567629,nl NED,DF,Leverkusen,de Bundesliga,21-319,2000,19.5,60.0,51.2,8.77,0.67,0.00,7.59,1.03,1.79,0.00,0.00,0.00,0.00,40.7,11.3,8.00,44.2,6.00,1.18,8.10,0.00,50.1,0.05,0.67,2.67,1.28,Matches
174,Ridle Baku\442b56fa,de GER,DFFW,Wolfsburg,de Bundesliga,24-027,1998,25.2,48.5,40.4,8.13,0.60,0.08,6.15,1.43,2.58,0.20,0.04,0.00,0.00,28.3,10.3,9.92,6.63,32.0,1.59,7.34,0.16,37.4,0.12,0.71,1.87,1.67,Matches
175,Dilane Bakwa\2b5a35e5,fr FRA,FW,Bordeaux,fr Ligue 1,19-252,2002,0.1,60.0,60.0,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,30.0,10.0,20.0,40.0,0.00,10.0,0.00,0.00,40.0,0.00,0.00,10.0,0.00,Matches
176,Alejandro Balde\5ccc9672,es ESP,FWDF,Barcelona,es La Liga,18-199,2003,1.1,59.1,56.4,2.73,1.82,0.00,5.45,0.00,1.82,0.00,0.00,0.00,0.00,54.5,2.73,1.82,54.5,3.64,0.00,0.91,0.00,55.5,0.00,0.00,0.00,0.91,Matches
177,Ibrahima Baldé\a30cb0d4,fr FRA,FWMF,Lens,fr Ligue 1,19-108,2003,0.6,18.3,15.0,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.7,3.33,3.33,1.67,13.3,0.00,1.67,1.67,13.3,0.00,0.00,0.00,0.00,Matches
