Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
2346,Baptiste Santamaria\5e22e2a4,fr FRA,MF,Rennes,fr Ligue 1,27-057,1995,25.0,1.84,0.80,0.68,0.92,0.24,0.68,1.72,39.5,1.04,15.9,4.36,27.4,4.12,8.72,3.08,1.32,0.36,0.00,0.96,1.64,3.48,1.60,0.00,Matches
2347,Federico Santander\df85d472,py PAR,FWDF,Bologna,it Serie A,30-335,1991,0.7,2.86,2.86,1.43,1.43,0.00,0.00,0.00,,0.00,24.3,5.71,23.5,2.86,7.14,14.3,1.43,1.43,0.00,0.00,1.43,4.29,0.00,0.00,Matches
2348,Jesús Santiago\bc49fd34,es ESP,MF,Valencia,es La Liga,17-345,2004,0.4,2.50,2.50,0.00,2.50,0.00,0.00,5.00,0.0,5.00,35.0,5.00,14.3,5.00,20.0,10.0,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,Matches
2349,Samir Santos\92b4758e,br BRA,DF,Watford,eng Premier League,27-151,1994,15.7,1.85,1.08,1.34,0.45,0.06,0.57,1.02,56.3,0.45,7.58,2.80,37.0,5.03,2.10,0.45,1.59,0.64,0.06,0.96,3.12,4.97,4.52,0.13,Matches
2350,Samir Santos\92b4758e,br BRA,DF,Udinese,it Serie A,27-151,1994,15.8,2.72,1.46,1.58,1.08,0.06,0.95,1.65,57.7,0.70,13.6,3.42,25.1,7.72,5.32,0.57,2.03,0.44,0.00,1.58,3.23,5.95,3.86,0.06,Matches
2351,Sergio Santos\cf59e05f,es ESP,DF,Real Madrid,es La Liga,21-122,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,10.0,10.0,100.0,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2352,Alvaro Sanz\eaefa2d0,es ESP,MF,Barcelona,es La Liga,21-080,2001,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,26.7,6.67,25.0,3.33,16.7,6.67,0.00,0.00,0.00,0.00,3.33,3.33,0.00,0.00,Matches
2353,Riccardo Saponara\3bb7af3b,it ITA,FW,Fiorentina,it Serie A,30-135,1991,13.3,0.53,0.30,0.00,0.45,0.08,0.08,0.75,10.0,0.68,8.42,2.63,31.3,1.95,3.83,2.63,0.45,0.00,0.00,0.45,0.38,0.90,0.30,0.00,Matches
2354,Pablo Sarabia\9744ff80,es ESP,FW,Paris S-G,fr Ligue 1,29-359,1992,0.2,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.0,5.00,50.0,15.0,30.0,5.00,15.0,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2355,Marcelo Saracchi\1c96ad85,uy URU,DF,Levante,es La Liga,24-012,1998,0.5,2.00,2.00,2.00,0.00,0.00,2.00,2.00,100.0,0.00,16.0,6.00,37.5,4.00,6.00,6.00,6.00,0.00,0.00,6.00,4.00,6.00,0.00,0.00,Matches
2356,Josh Sargent\a8d4428b,us USA,FWMF,Norwich City,eng Premier League,22-074,2000,17.5,1.94,0.97,0.91,0.46,0.57,0.74,1.83,40.6,1.09,20.6,5.71,27.7,5.54,8.17,6.91,2.46,0.11,0.00,2.34,1.20,3.14,1.03,0.11,Matches
2357,Jeremy Sarmiento\ac0d576d,ec ECU,FWMF,Brighton,eng Premier League,19-323,2002,0.5,6.00,2.00,2.00,2.00,2.00,2.00,4.00,50.0,2.00,52.0,14.0,26.9,16.0,26.0,10.0,6.00,2.00,0.00,4.00,2.00,8.00,0.00,0.00,Matches
2358,Bouna Sarr\1a4b9094,sn SEN,DF,Bayern Munich,de Bundesliga,30-094,1992,0.7,5.71,2.86,2.86,1.43,1.43,4.29,5.71,75.0,1.43,15.7,8.57,54.5,7.14,7.14,1.43,5.71,1.43,0.00,4.29,4.29,10.0,0.00,0.00,Matches
2359,Ismaila Sarr\bfdb33aa,sn SEN,FWMF,Watford,eng Premier League,24-069,1998,19.7,0.61,0.30,0.15,0.36,0.10,0.10,0.66,15.4,0.56,18.5,4.26,23.1,4.16,7.77,6.55,1.02,0.05,0.00,0.96,0.76,1.37,0.56,0.00,Matches
2360,Malang Sarr\4315f30d,fr FRA,DF,Chelsea,eng Premier League,23-102,1999,5.7,2.28,0.70,1.75,0.35,0.18,0.53,1.23,42.9,0.70,11.4,3.86,33.8,7.02,3.51,0.88,1.40,0.53,0.00,0.88,2.11,4.39,4.39,0.00,Matches
2361,Joan Sastre Vanrell\f9acf8bf,es ESP,DF,Mallorca,es La Liga,25-005,1997,2.9,2.07,1.38,1.38,0.34,0.34,0.34,1.38,25.0,1.03,10.3,4.48,43.3,5.86,3.79,0.69,0.34,0.00,0.00,0.34,2.41,4.48,4.83,0.00,Matches
2362,Martin Satriano\86383d0e,it ITA,FWMF,Inter,it Serie A,21-074,2001,0.4,2.50,2.50,0.00,2.50,0.00,2.50,2.50,100.0,0.00,27.5,7.50,27.3,2.50,15.0,10.0,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,Matches
2363,Martin Satriano\86383d0e,it ITA,FW,Brest,fr Ligue 1,21-074,2001,8.7,0.34,0.23,0.00,0.11,0.23,0.00,0.46,0.0,0.46,15.5,3.45,22.2,2.07,5.63,7.82,0.57,0.00,0.00,0.57,0.80,1.15,0.11,0.00,Matches
2364,Téji Savanier\6bde367b,fr FRA,MF,Montpellier,fr Ligue 1,30-134,1991,26.8,2.20,1.46,0.86,0.97,0.37,0.93,2.46,37.9,1.53,18.2,5.07,27.9,4.37,9.22,4.59,1.19,0.07,0.00,1.12,1.87,4.07,0.30,0.04,Matches
2365,Esteban Saveljich\79f2a5f5,me MNE,DF,Rayo Vallecano,es La Liga,30-350,1991,18.9,1.06,0.63,0.63,0.42,0.00,0.37,0.63,58.3,0.26,6.93,2.59,37.4,3.49,3.33,0.11,1.48,0.63,0.00,0.85,1.16,2.22,4.97,0.00,Matches
2366,Stefan Savić\f6ac68c1,me MNE,DF,Atlético Madrid,es La Liga,31-117,1991,23.1,1.56,0.52,1.08,0.39,0.09,0.74,1.26,58.6,0.52,8.40,2.73,32.5,4.55,3.12,0.74,1.47,0.52,0.00,0.95,1.21,2.77,4.11,0.04,Matches
2367,Joseph Scally\236f02cd,us USA,DF,M'Gladbach,de Bundesliga,19-125,2002,21.0,2.00,1.00,0.95,0.76,0.29,0.76,1.81,42.1,1.05,17.9,5.00,27.9,7.14,7.19,3.57,2.00,0.19,0.00,1.81,1.81,3.81,1.62,0.00,Matches
2368,Giorgio Scalvini\1e9aa637,it ITA,DFMF,Atalanta,it Serie A,18-145,2003,8.2,2.68,1.95,1.71,0.98,0.00,0.98,2.56,38.1,1.59,14.8,4.39,29.8,5.49,7.20,2.07,1.95,0.24,0.00,1.71,2.56,5.24,1.95,0.00,Matches
2369,Gianluca Scamacca\8790f988,it ITA,FW,Sassuolo,it Serie A,23-124,1999,21.1,0.95,0.76,0.24,0.47,0.24,0.38,0.71,53.3,0.33,15.2,3.70,24.3,1.42,7.11,6.68,0.71,0.14,0.00,0.57,0.43,1.37,0.81,0.00,Matches
2370,Dane Scarlett\21945a9e,eng ENG,MF,Tottenham,eng Premier League,18-042,2004,0.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,Matches
2371,Kevin Schade\52afb588,de GER,FWMF,Freiburg,de Bundesliga,20-159,2001,9.2,1.74,1.20,0.98,0.76,0.00,0.54,1.85,29.4,1.30,19.6,5.98,30.6,5.11,6.96,7.50,1.63,0.22,0.00,1.41,0.98,2.72,1.30,0.00,Matches
2372,András Schäfer\049751d7,hu HUN,MF,Union Berlin,de Bundesliga,23-022,1999,2.1,2.86,2.86,1.43,0.95,0.48,0.00,2.86,0.0,2.86,31.0,9.52,30.8,8.10,18.6,4.29,0.95,0.00,0.00,0.95,1.43,4.29,1.43,0.00,Matches
2373,Fabian Schär\c8aa95da,ch SUI,DF,Newcastle Utd,eng Premier League,30-136,1991,23.4,0.81,0.43,0.60,0.17,0.04,0.47,0.64,73.3,0.17,6.28,1.92,30.6,3.42,2.18,0.68,1.62,0.81,0.09,0.81,3.16,3.97,5.13,0.09,Matches
2374,Louis Schaub\b50ec54b,at AUT,MFFW,Köln,de Bundesliga,27-127,1994,7.2,2.50,1.53,1.67,0.42,0.42,0.83,2.36,35.3,1.53,26.3,10.0,38.1,8.75,9.72,7.78,3.19,0.42,0.00,2.78,0.83,3.33,0.83,0.00,Matches
2375,Andrea Schiavone\4b55eb4d,it ITA,MF,Salernitana,it Serie A,29-071,1993,6.3,1.90,1.11,0.63,1.27,0.00,1.27,3.97,32.0,2.70,21.6,4.44,20.6,5.87,12.7,3.02,2.54,0.48,0.00,2.06,1.90,3.81,2.22,0.00,Matches
2376,Patrik Schick\5d4f7d61,cz CZE,FW,Leverkusen,de Bundesliga,26-101,1996,21.2,0.19,0.05,0.00,0.14,0.05,0.00,0.24,0.0,0.24,10.7,2.45,22.9,0.42,4.48,5.80,0.52,0.14,0.00,0.38,0.24,0.42,1.23,0.00,Matches
2377,Kingsley Schindler\bd527260,de GER,DFMF,Köln,de Bundesliga,28-297,1993,3.5,0.57,0.29,0.00,0.29,0.29,0.29,2.57,11.1,2.29,16.9,4.86,28.8,6.00,6.57,4.29,0.86,0.29,0.00,0.57,2.00,2.57,2.29,0.00,Matches
2378,Xaver Schlager\8f056768,at AUT,MF,Wolfsburg,de Bundesliga,24-219,1997,9.6,3.54,2.71,1.67,1.56,0.31,1.25,3.75,33.3,2.50,26.9,8.96,33.3,8.33,13.6,4.90,1.88,0.21,0.00,1.67,1.46,5.00,0.94,0.00,Matches
2379,Keven Schlotterbeck\f6bdc830,de GER,DF,Freiburg,de Bundesliga,25-007,1997,3.5,3.43,0.86,2.00,1.43,0.00,1.14,1.43,80.0,0.29,13.1,4.57,34.8,6.29,6.29,0.57,2.00,1.43,0.00,0.57,3.43,6.86,7.14,0.29,Matches
2380,Nico Schlotterbeck\34e12499,de GER,DF,Freiburg,de Bundesliga,22-155,1999,28.9,2.70,1.87,1.35,1.14,0.21,0.97,1.66,58.3,0.69,10.1,4.08,40.5,5.33,4.08,0.66,2.15,1.14,0.03,1.00,2.73,5.43,5.50,0.07,Matches
2381,Jeffrey Schlupp\3312f911,gh GHA,MFFW,Crystal Palace,eng Premier League,29-133,1992,18.3,2.51,1.20,0.93,1.20,0.38,0.77,2.02,37.8,1.26,19.0,6.12,32.3,5.57,9.73,3.66,2.40,0.44,0.00,1.97,1.15,3.66,1.37,0.00,Matches
2382,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,eng Premier League,35-181,1986,33.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.0,0.06,0.03,0.00,0.0,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.06,Matches
2383,Jonathan Schmid\088ca1bd,fr FRA,DF,Freiburg,de Bundesliga,31-313,1990,6.2,1.94,1.13,0.48,0.48,0.97,1.13,2.10,53.8,0.97,9.84,4.03,41.0,3.55,3.87,2.42,1.77,0.16,0.00,1.61,1.13,3.06,1.94,0.00,Matches
2384,Benno Schmitz\ad00b1a8,de GER,DF,Köln,de Bundesliga,27-169,1994,25.7,2.61,1.56,1.09,1.05,0.47,1.67,3.50,47.8,1.83,16.0,5.56,34.8,6.73,5.88,3.39,1.83,0.31,0.04,1.52,2.02,4.63,1.79,0.00,Matches
2385,David Schnegg\1c341b14,at AUT,DF,Venezia,it Serie A,23-218,1998,1.6,1.88,0.63,0.63,0.63,0.63,0.63,1.25,50.0,0.63,14.4,3.75,26.1,6.25,5.00,3.13,4.38,0.00,0.00,4.38,1.88,3.75,3.75,0.00,Matches
2386,Morgan Schneiderlin\51b41c5c,fr FRA,MF,Nice,fr Ligue 1,32-178,1989,6.5,2.31,1.23,1.23,0.92,0.15,0.46,1.85,25.0,1.38,18.0,5.69,31.6,6.46,10.2,1.38,1.85,0.46,0.00,1.38,2.77,5.08,1.69,0.00,Matches
2387,Alessandro Schöpf\106bca06,at AUT,MF,Arminia,de Bundesliga,28-087,1994,25.7,1.63,0.89,0.74,0.74,0.16,0.70,1.28,54.5,0.58,20.1,5.84,29.0,5.21,10.2,4.67,1.52,0.19,0.00,1.32,1.63,3.27,0.78,0.00,Matches
2388,Jerdy Schouten\2cfae697,nl NED,MF,Bologna,it Serie A,25-113,1997,13.0,1.77,0.92,0.69,0.69,0.38,0.46,1.46,31.6,1.00,16.4,5.92,36.2,7.23,7.23,1.92,2.31,0.54,0.00,1.77,2.46,4.23,1.77,0.00,Matches
2389,Nico Schulz\fa274d97,de GER,DF,Dortmund,de Bundesliga,29-034,1993,9.0,2.67,2.00,0.89,1.11,0.67,0.78,1.67,46.7,0.89,11.7,4.78,41.0,3.44,4.56,3.67,1.44,0.11,0.00,1.33,2.11,4.78,1.00,0.00,Matches
2390,Marvin Schwäbe\87436846,de GER,GK,Köln,de Bundesliga,27-010,1995,19.0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.0,0.05,0.05,0.00,0.0,0.05,0.00,0.00,0.05,0.00,0.00,0.05,0.00,0.00,0.05,0.05,Matches
2391,Alexander Schwolow\0d55d942,de GER,GK,Hertha BSC,de Bundesliga,29-337,1992,24.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.17,0.08,50.0,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,Matches
2392,Valentino Scotta\98529579,es ESP,DF,Sevilla,es La Liga,20-268,2001,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,Matches
2393,Demba Seck\16463a79,sn SEN,FWMF,Torino,it Serie A,21-084,2001,1.1,1.82,1.82,0.00,1.82,0.00,0.00,0.00,,0.00,14.5,6.36,43.8,2.73,7.27,4.55,1.82,0.00,0.00,1.82,0.00,1.82,0.00,0.00,Matches
2394,Aleksandar Sedlar\a35134ae,rs SRB,DFMF,Mallorca,es La Liga,30-143,1991,4.5,0.89,0.67,0.89,0.00,0.00,0.44,0.89,50.0,0.44,7.33,2.22,30.3,4.00,3.33,0.00,1.56,1.11,0.00,0.44,1.33,2.22,4.22,0.00,Matches
2395,Paul Seguin\8872ed17,de GER,MF,Greuther Fürth,de Bundesliga,27-037,1995,22.8,2.24,1.40,0.61,1.23,0.39,1.10,2.32,47.2,1.23,17.0,5.61,33.1,5.22,8.64,3.11,1.67,0.18,0.00,1.49,1.67,3.90,1.18,0.00,Matches
2396,Alidu Seidu\cea59f02,ci CIV,DFFW,Clermont Foot,fr Ligue 1,21-335,2000,12.7,1.81,1.42,1.42,0.31,0.08,0.94,1.34,70.6,0.39,10.1,3.23,32.0,5.43,3.23,1.42,1.97,0.63,0.00,1.34,3.54,5.35,2.52,0.00,Matches
2397,Davie Selke\1238a3f9,de GER,FW,Hertha BSC,de Bundesliga,27-105,1995,10.2,0.69,0.59,0.10,0.49,0.10,0.10,0.69,14.3,0.59,20.6,6.86,33.3,1.57,11.4,7.65,1.27,0.10,0.00,1.18,0.20,0.88,0.59,0.00,Matches
2398,Matz Sels\834b5c4c,be BEL,GK,Strasbourg,fr Ligue 1,30-068,1992,34.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.0,0.03,0.06,0.00,0.0,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,Matches
2399,Ken Sema\1770bd68,se SWE,MFFW,Watford,eng Premier League,28-217,1993,6.1,1.80,1.15,1.48,0.33,0.00,0.66,2.95,22.2,2.30,24.6,4.92,20.0,9.51,12.8,2.30,1.80,0.16,0.00,1.64,0.82,2.62,2.62,0.00,Matches
2400,Nélson Semedo\d04b94db,pt POR,DF,Wolves,eng Premier League,28-170,1993,23.7,2.49,1.69,1.69,0.63,0.17,1.10,2.03,54.2,0.93,16.0,4.56,28.4,7.68,5.53,2.83,1.81,0.17,0.00,1.65,1.86,4.35,2.41,0.00,Matches
2401,Lion Semić\87ebd8c9,de GER,DF,Dortmund,de Bundesliga,18-234,2003,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2402,Stefano Sensi\b70bde8f,it ITA,MF,Inter,it Serie A,26-273,1995,1.9,2.11,2.11,0.53,1.58,0.00,1.05,2.11,50.0,1.05,14.7,3.16,21.4,4.21,5.79,4.74,1.05,0.00,0.00,1.05,0.53,2.63,0.00,0.00,Matches
2403,Stefano Sensi\b70bde8f,it ITA,MF,Sampdoria,it Serie A,26-273,1995,8.4,2.50,1.55,1.31,0.83,0.36,0.95,2.38,40.0,1.43,21.3,5.48,25.7,6.07,10.1,5.12,0.83,0.12,0.00,0.71,1.07,3.57,0.24,0.00,Matches
2404,Luigi Sepe\343f753a,it ITA,GK,Salernitana,it Serie A,30-362,1991,12.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.08,0.00,0.0,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2405,Suat Serdar\b3325a30,de GER,MFFW,Hertha BSC,de Bundesliga,25-024,1997,23.3,2.92,1.76,1.24,1.37,0.30,0.60,1.93,31.1,1.33,19.6,5.41,27.6,5.41,10.5,3.69,1.89,0.13,0.00,1.76,1.67,4.59,0.47,0.00,Matches
2406,Laurens Serpe\79d60e74,it ITA,DF,Genoa,it Serie A,21-087,2001,0.5,2.00,0.00,2.00,0.00,0.00,2.00,2.00,100.0,0.00,16.0,4.00,25.0,12.0,4.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,Matches
2407,Janni Serra\40b58bfc,de GER,FW,Arminia,de Bundesliga,24-053,1998,10.9,0.37,0.18,0.09,0.09,0.18,0.18,0.73,25.0,0.55,21.1,7.06,33.5,1.56,8.44,11.1,0.83,0.18,0.00,0.64,0.73,1.10,1.93,0.00,Matches
2408,Javier Serrano\0a8fd9cb,es ESP,MF,Atlético Madrid,es La Liga,19-109,2003,0.8,2.50,1.25,1.25,1.25,0.00,0.00,3.75,0.0,3.75,35.0,10.0,28.6,10.0,25.0,0.00,0.00,0.00,0.00,0.00,0.00,2.50,1.25,0.00,Matches
2409,Nicolás Serrano\2ad0e5e5,es ESP,MF,Athletic Club,es La Liga,19-061,2003,3.5,2.57,2.00,0.57,1.43,0.57,1.14,2.86,40.0,1.71,27.1,6.29,23.2,5.43,14.0,7.71,2.86,0.29,0.00,2.57,1.71,4.29,0.29,0.00,Matches
2410,Zidan Sertdemir\eec1f7f4,dk DEN,MFFW,Leverkusen,de Bundesliga,17-090,2005,0.2,10.0,0.00,10.0,0.00,0.00,5.00,5.00,100.0,0.00,30.0,0.00,0.0,15.0,5.00,10.0,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,Matches
2411,Ryan Sessegnon\6aa3e78b,eng ENG,DF,Tottenham,eng Premier League,21-352,2000,7.8,2.05,0.90,1.15,0.64,0.26,0.90,2.18,41.2,1.28,19.6,4.23,21.6,8.46,6.79,4.36,2.69,0.13,0.00,2.56,2.05,4.10,2.05,0.00,Matches
2412,Nils Seufert\0da32a38,de GER,MF,Greuther Fürth,de Bundesliga,25-091,1997,1.1,1.82,1.82,0.91,0.91,0.00,0.91,0.91,100.0,0.00,19.1,3.64,19.0,8.18,8.18,2.73,2.73,0.91,0.00,1.82,0.91,2.73,1.82,0.00,Matches
2413,Salva Sevilla\75bd85ea,es ESP,MF,Mallorca,es La Liga,38-048,1984,13.6,0.96,0.74,0.29,0.66,0.00,0.29,1.03,28.6,0.74,9.78,3.24,33.1,4.12,4.41,1.25,1.10,0.51,0.00,0.59,1.32,2.28,1.03,0.00,Matches
2414,Stephan El Shaarawy\d3aaad90,it ITA,DFFW,Roma,it Serie A,29-190,1992,10.8,1.48,0.65,0.37,1.11,0.00,0.46,0.65,71.4,0.19,13.3,3.70,27.8,3.98,5.28,4.07,1.48,0.28,0.00,1.20,1.48,2.96,0.65,0.00,Matches
2415,Jamie Shackleton\8d03ca5a,eng ENG,DFMF,Leeds United,eng Premier League,22-209,1999,7.6,3.42,2.37,2.24,0.92,0.26,1.18,2.63,45.0,1.45,14.9,4.87,32.7,6.71,6.32,1.84,2.11,0.92,0.13,1.18,1.18,4.61,1.18,0.26,Matches
2416,Xherdan Shaqiri\6421ec64,ch SUI,FWMF,Lyon,fr Ligue 1,30-207,1991,7.5,0.93,0.53,0.00,0.67,0.27,0.27,1.33,20.0,1.07,8.93,2.93,32.8,0.93,4.53,3.47,0.53,0.00,0.00,0.53,0.40,1.33,0.13,0.00,Matches
2417,Luke Shaw\9c94165b,eng ENG,DF,Manchester Utd,eng Premier League,26-297,1995,17.8,1.24,0.73,0.51,0.56,0.17,0.67,1.35,50.0,0.67,10.7,3.09,28.9,4.66,4.04,1.97,2.25,0.62,0.00,1.63,0.84,2.08,1.24,0.00,Matches
2418,Jonjo Shelvey\3727dd3c,eng ENG,MF,Newcastle Utd,eng Premier League,30-067,1992,22.0,1.27,0.64,0.55,0.64,0.09,0.45,1.45,31.3,1.00,13.2,3.18,24.1,4.82,7.00,1.36,1.27,0.32,0.00,0.95,1.59,2.86,1.50,0.09,Matches
2419,Aimar Sher\ef301f96,se SWE,MF,Spezia,it Serie A,19-136,2002,0.5,4.00,2.00,2.00,2.00,0.00,0.00,2.00,0.0,2.00,26.0,18.0,69.2,10.0,16.0,0.00,4.00,0.00,0.00,4.00,2.00,6.00,4.00,0.00,Matches
2420,Eldor Shomurodov\57469b2d,uz UZB,FW,Roma,it Serie A,26-310,1995,7.5,0.80,0.53,0.00,0.53,0.27,0.00,1.07,0.0,1.07,22.5,4.80,21.3,4.00,10.0,8.53,0.67,0.00,0.00,0.67,0.80,1.60,0.53,0.00,Matches
2421,Mahame Siby\6d075c67,ml MLI,MFDF,Strasbourg,fr Ligue 1,25-302,1996,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,40.0,0.00,0.0,30.0,10.0,0.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,Matches
2422,Aboubakar Sidibé\ae5b93a0,fr FRA,FW,Clermont Foot,fr Ligue 1,26-002,1996,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2423,Alassane Sidibe\f944979d,ci CIV,FW,Atalanta,it Serie A,19-330,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,50.0,20.0,40.0,10.0,20.0,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2424,Djibril Sidibé\4c5b714f,fr FRA,DF,Monaco,fr Ligue 1,29-280,1992,10.5,2.57,1.52,1.33,0.95,0.29,0.67,2.19,30.4,1.52,12.9,3.90,30.4,3.90,5.90,3.05,1.24,0.10,0.00,1.14,2.38,4.95,1.90,0.00,Matches
2425,Kaj Sierhuis\9c2b1f11,nl NED,FW,Reims,fr Ligue 1,24-008,1998,0.9,1.11,1.11,1.11,0.00,0.00,1.11,1.11,100.0,0.00,10.0,2.22,22.2,3.33,4.44,2.22,0.00,0.00,0.00,0.00,0.00,1.11,1.11,0.00,Matches
2426,Francisco Sierralta\0f933743,cl CHI,DF,Watford,eng Premier League,24-364,1997,4.7,1.28,0.85,1.28,0.00,0.00,1.06,1.70,62.5,0.64,5.11,2.13,41.7,3.83,1.28,0.00,1.91,0.43,0.00,1.49,2.98,4.26,8.51,0.00,Matches
2427,Arnór Sigurðsson\f209b81e,is ISL,MFFW,Venezia,it Serie A,22-355,1999,2.0,0.50,0.00,0.00,0.50,0.00,0.50,1.50,33.3,1.00,18.5,6.00,32.4,3.50,9.00,6.00,2.00,0.00,0.00,2.00,0.50,1.00,0.00,0.00,Matches
2428,Kiliann Sildillia\313254a3,fr FRA,DF,Freiburg,de Bundesliga,19-354,2002,1.5,3.33,2.00,1.33,2.00,0.00,1.33,2.67,50.0,1.33,20.7,6.67,32.3,12.0,7.33,1.33,2.67,0.00,0.00,2.67,2.00,5.33,6.67,0.00,Matches
2429,Adrien Silva\d6f88a1d,pt POR,MF,Sampdoria,it Serie A,33-051,1989,12.0,2.92,1.75,1.50,1.00,0.42,1.08,2.67,40.6,1.58,19.5,6.33,32.5,7.50,9.33,2.67,1.75,0.42,0.00,1.33,2.67,5.58,1.75,0.00,Matches
2430,André Silva\3effaa34,pt POR,FW,RB Leipzig,de Bundesliga,26-180,1995,21.3,0.66,0.61,0.09,0.23,0.33,0.09,0.66,14.3,0.56,13.4,4.08,30.4,0.70,5.87,6.85,0.99,0.09,0.00,0.89,0.28,0.94,0.61,0.00,Matches
2431,Bernardo Silva\3eb22ec9,pt POR,MFFW,Manchester City,eng Premier League,27-268,1994,29.0,1.66,1.00,0.66,0.62,0.38,0.83,2.10,39.3,1.28,15.9,4.66,29.2,2.93,7.24,5.76,1.10,0.10,0.00,1.00,1.03,2.69,0.83,0.00,Matches
2432,Caio Henrique Oliveira Silva\30af8b93,br BRA,DF,Monaco,fr Ligue 1,24-278,1997,26.6,1.69,0.79,0.90,0.68,0.11,0.86,1.92,45.1,1.05,11.2,3.72,33.2,4.44,4.47,2.29,1.47,0.15,0.00,1.32,1.92,3.61,1.54,0.11,Matches
2433,David Silva\e2716bd0,es ESP,MF,Real Sociedad,es La Liga,36-117,1986,16.1,1.61,1.37,0.68,0.81,0.12,0.31,1.24,25.0,0.93,15.5,4.91,31.6,4.04,7.89,3.60,1.12,0.25,0.00,0.87,0.75,2.36,0.43,0.00,Matches
2434,Fábio Silva\e7aa9d7c,pt POR,FW,Wolves,eng Premier League,19-290,2002,6.2,0.97,0.81,0.00,0.48,0.48,0.16,0.81,20.0,0.65,23.4,6.94,29.7,1.13,12.9,9.35,0.16,0.00,0.00,0.16,0.65,1.61,0.32,0.00,Matches
2435,Gabriel Silva\4914ed4a,br BRA,DF,Saint-Étienne,fr Ligue 1,30-357,1991,6.9,1.59,1.16,0.72,0.72,0.14,0.72,1.30,55.6,0.58,12.8,4.49,35.2,5.51,5.36,1.88,2.61,0.29,0.00,2.32,2.03,3.62,1.30,0.00,Matches
2436,Jonathan Silva\f2308b33,ar ARG,DFMF,Getafe,es La Liga,27-310,1994,2.5,3.20,0.80,1.60,0.80,0.80,0.80,3.20,25.0,2.40,23.6,5.20,22.0,6.40,10.0,7.20,3.20,0.00,0.00,3.20,2.00,5.20,2.80,0.00,Matches
2437,Rui Silva\ea83bfa6,pt POR,GK,Betis,es La Liga,28-087,1994,18.0,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.0,0.11,0.11,0.00,0.0,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.11,Matches
2438,Thiago Silva\86e7deaf,br BRA,DF,Chelsea,eng Premier League,37-225,1984,26.4,1.14,0.76,0.61,0.42,0.11,0.38,0.83,45.5,0.45,5.98,2.01,33.5,3.56,2.20,0.23,2.39,1.14,0.11,1.25,2.05,3.18,4.05,0.00,Matches
2439,Marco Silvestri\0d422df7,it ITA,GK,Udinese,it Serie A,31-064,1991,33.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.12,0.00,0.0,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,Matches
