Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
82,Jordan Amavi\22721b88,fr FRA,DF,Marseille,fr Ligue 1,28-057,1994,1.4,74.3,2.14,17.9,50.0,12.1,0.71,62.1,0.00,2.14,0.0,0.00,0.00,47.9,230.7,127.1,7.14,2.14,0.00,2.14,1.43,57.9,52.1,90.1,2.14,Matches
83,Kelvin Amian\bcc81786,fr FRA,DF,Spezia,it Serie A,24-086,1998,26.4,50.2,4.20,20.1,22.5,10.2,1.29,41.0,0.61,0.91,66.7,0.61,0.00,25.9,121.1,62.9,2.16,0.53,0.15,0.76,0.76,30.0,26.5,88.4,1.17,Matches
84,Nadiem Amiri\555d5edd,de GER,MFFW,Genoa,it Serie A,25-190,1996,5.0,53.8,0.20,5.60,31.0,21.8,2.40,49.6,2.00,3.60,55.6,2.00,0.00,38.8,187.6,102.8,6.20,2.40,0.40,4.40,2.20,45.8,36.8,80.3,6.60,Matches
85,Nadiem Amiri\555d5edd,de GER,MFFW,Leverkusen,de Bundesliga,25-190,1996,4.1,68.3,0.24,13.9,38.3,21.7,2.20,65.9,1.71,3.41,50.0,1.71,0.24,50.5,324.9,163.7,7.56,3.17,0.24,1.46,1.95,59.8,51.5,86.1,5.85,Matches
86,Ethan Ampadu\10b9fa99,wls WAL,MFDF,Venezia,it Serie A,21-233,2000,22.4,56.2,5.04,22.9,28.3,8.17,0.54,52.3,0.40,0.58,69.2,0.45,0.00,29.3,165.3,83.2,2.86,1.03,0.18,0.36,0.54,32.2,29.7,92.1,0.67,Matches
87,Sofyan Amrabat\5a2cb25d,ma MAR,MF,Fiorentina,it Serie A,25-257,1996,8.5,71.8,2.94,17.4,48.7,10.6,0.24,69.6,0.71,1.06,66.7,0.71,0.00,49.3,260.1,101.6,3.06,0.47,0.12,0.47,0.71,51.4,49.6,96.6,0.47,Matches
88,Joachim Andersen\e34fc66d,dk DEN,DF,Crystal Palace,eng Premier League,25-339,1996,28.4,77.6,15.5,48.1,31.3,2.46,0.92,75.0,0.21,0.28,75.0,0.21,0.00,49.0,277.9,128.0,1.87,0.18,0.07,0.07,0.28,56.1,55.5,98.9,0.07,Matches
89,Felipe Anderson\9f1893b9,br BRA,FW,Lazio,it Serie A,29-020,1993,29.1,58.9,1.13,7.35,28.3,27.9,4.23,56.4,1.89,3.68,51.4,2.10,0.24,42.8,229.2,154.3,7.94,2.58,1.58,1.79,2.06,53.1,43.5,81.9,4.98,Matches
90,Sebastian Andersson\b4cf5806,se SWE,FW,Köln,de Bundesliga,30-294,1991,14.0,30.6,0.64,1.71,12.6,17.2,5.79,29.8,0.43,1.07,40.0,0.50,0.07,17.2,57.3,20.7,1.07,0.36,0.21,3.71,1.86,45.4,23.2,51.1,6.79,Matches
91,Florin Andone\dc008610,ro ROU,FW,Cádiz,es La Liga,29-024,1993,2.0,28.0,0.50,2.00,14.0,14.0,3.00,26.0,1.00,2.00,50.0,1.00,0.50,17.0,51.0,7.00,0.00,0.00,0.00,3.00,1.00,52.5,20.0,38.1,5.00,Matches
92,Andrés Andrade Cedeño\6ea23758,pa PAN,DF,Arminia,de Bundesliga,23-201,1998,11.6,57.5,5.86,22.9,26.8,10.3,1.47,49.3,0.69,1.38,50.0,0.78,0.17,28.6,160.1,98.6,3.71,0.78,0.43,0.69,1.29,27.5,25.1,91.2,0.60,Matches
93,Fredrik André Bjørkan\3724baa1,no NOR,DF,Hertha BSC,de Bundesliga,23-257,1998,3.5,56.9,2.86,26.0,22.9,13.7,0.29,48.6,0.86,2.00,42.9,0.86,0.00,32.6,194.0,130.0,3.14,1.71,0.00,1.14,2.29,31.7,29.4,92.8,2.29,Matches
94,Benjamin André\ef9c1c95,fr FRA,MF,Lille,fr Ligue 1,31-275,1990,28.8,70.9,4.24,18.9,43.3,12.4,1.22,69.3,0.56,0.73,76.2,0.56,0.00,40.5,205.9,103.5,4.13,1.08,0.07,1.11,1.01,49.9,45.1,90.4,2.12,Matches
95,Robert Andrich\e0b113a7,de GER,MF,Leverkusen,de Bundesliga,27-225,1994,19.1,61.2,3.87,17.6,37.6,9.63,1.47,60.1,0.52,0.68,76.9,0.52,0.05,35.0,177.5,83.4,3.09,1.15,0.05,0.31,0.21,41.2,38.0,92.2,1.15,Matches
96,José Ángel\3024e383,es ESP,DF,Osasuna,es La Liga,32-242,1989,11.2,74.1,2.77,17.0,41.3,20.6,0.63,62.1,1.16,2.14,54.2,1.25,0.18,45.3,221.7,103.1,4.82,1.61,0.00,0.45,1.25,45.4,42.4,93.3,0.80,Matches
97,Angeliño\30941e96,es ESP,DF,RB Leipzig,de Bundesliga,25-121,1997,24.6,68.7,2.15,16.8,28.4,25.7,2.72,57.2,0.53,0.85,61.9,0.53,0.04,38.9,150.7,72.0,3.29,0.69,0.37,0.98,0.81,47.4,41.4,87.4,3.54,Matches
98,Ebenezer Annan\39aa05a7,gh GHA,DF,Bologna,it Serie A,19-257,2002,0.3,46.7,0.00,16.7,20.0,10.0,0.00,36.7,0.00,0.00,,0.00,0.00,20.0,83.3,60.0,0.00,0.00,0.00,0.00,0.00,10.0,10.0,100.0,0.00,Matches
99,Cristian Ansaldi\bbafc0c4,ar ARG,DF,Torino,it Serie A,35-227,1986,6.5,64.2,3.54,14.9,26.5,28.0,2.77,53.8,0.62,1.69,36.4,0.62,0.00,41.4,251.1,142.6,7.38,1.23,1.08,1.69,0.92,43.7,39.1,89.4,2.00,Matches
100,Janis Antiste\38d9ce53,fr FRA,FWMF,Spezia,it Serie A,19-260,2002,7.8,35.1,0.77,6.41,14.7,16.2,5.64,32.9,0.90,2.05,43.8,0.90,0.26,19.9,82.3,43.8,1.79,0.38,0.77,2.05,2.05,39.9,23.1,57.9,6.67,Matches
101,Waldemar Anton\5e66fa06,de GER,DF,Stuttgart,de Bundesliga,25-289,1996,26.8,78.3,13.1,44.3,35.5,3.96,1.23,75.6,0.56,0.82,68.2,0.63,0.11,50.2,319.9,160.7,3.51,0.56,0.00,0.37,0.45,53.1,52.3,98.4,0.34,Matches
102,Josep Antoni Gayá\4a5f2032,es ESP,DF,Mallorca,es La Liga,21-302,2000,0.6,53.3,15.0,40.0,18.3,0.00,0.00,50.0,0.00,0.00,,0.00,0.00,23.3,126.7,46.7,0.00,0.00,0.00,1.67,0.00,31.7,31.7,100.0,0.00,Matches
103,Michail Antonio\ac05f970,jm JAM,FW,West Ham,eng Premier League,32-038,1990,30.5,36.6,0.59,2.16,14.5,22.2,5.34,35.5,1.41,2.82,50.0,1.51,0.13,26.9,134.9,77.4,4.20,1.15,1.02,4.00,2.75,51.9,28.1,54.2,8.23,Matches
104,Christopher Antwi-Adjei\0a3f6cde,gh GHA,FWMF,Bochum,de Bundesliga,28-087,1994,12.6,38.1,0.32,4.60,15.0,21.9,4.68,36.0,0.79,2.38,33.3,0.87,0.16,24.2,149.5,78.9,3.25,1.03,0.79,3.81,2.46,42.3,23.9,56.5,6.11,Matches
105,Houssem Aouar\a5db0bec,fr FRA,MFFW,Lyon,fr Ligue 1,23-309,1998,26.1,66.4,0.50,7.93,39.0,25.2,4.18,64.7,2.76,4.98,55.4,2.99,0.19,52.3,240.6,141.9,7.39,2.87,0.77,2.34,2.22,62.5,51.8,83.0,6.21,Matches
106,Adil Aouchiche\b94b8be1,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,19-294,2002,10.9,66.7,0.64,10.1,38.3,24.9,2.02,61.7,2.02,3.58,56.4,2.11,0.18,47.2,274.6,168.2,8.35,2.94,0.55,2.48,1.83,56.1,46.4,82.7,4.59,Matches
107,Dennis Appiah\feb5d3ab,fr FRA,DF,Nantes,fr Ligue 1,29-330,1992,22.0,54.5,4.95,21.7,25.2,10.5,0.32,48.1,0.59,1.00,59.1,0.64,0.05,29.9,149.2,73.0,3.23,0.91,0.09,0.64,0.59,31.7,29.6,93.5,0.95,Matches
108,Mauro Arambarri\58afe001,uy URU,MF,Getafe,es La Liga,26-217,1995,25.6,54.3,1.33,9.65,34.7,12.4,0.70,49.7,1.48,2.07,71.7,1.48,0.04,33.4,175.4,72.2,3.44,0.82,0.12,1.02,1.13,34.5,31.8,92.1,1.64,Matches
109,Mattia Aramu\0847b5a5,it ITA,MFFW,Venezia,it Serie A,26-356,1995,21.2,46.5,1.13,5.05,21.1,22.9,1.84,39.4,0.57,1.37,41.4,0.61,0.09,28.9,142.8,72.5,4.06,1.04,0.28,1.13,1.23,39.8,29.5,74.1,3.54,Matches
110,Charles Aránguiz\56413b1f,cl CHI,MF,Leverkusen,de Bundesliga,33-018,1989,16.2,72.1,1.91,20.1,45.7,9.38,1.17,69.9,0.68,0.86,78.6,0.68,0.06,45.6,164.7,69.6,2.22,0.68,0.00,0.74,0.56,52.0,48.9,94.1,1.11,Matches
111,Néstor Araujo\27a013f7,mx MEX,DF,Celta Vigo,es La Liga,30-249,1991,25.1,61.5,7.49,35.5,29.9,2.23,0.32,60.3,0.24,0.28,85.7,0.24,0.00,38.2,288.7,167.5,3.47,1.20,0.00,0.12,0.16,41.2,40.6,98.4,0.08,Matches
112,Ronald Araújo\2bef2bca,uy URU,DF,Barcelona,es La Liga,23-059,1999,22.5,75.2,9.38,36.0,41.3,3.87,1.11,71.6,0.22,0.44,50.0,0.22,0.00,51.4,313.4,192.8,4.58,0.49,0.04,0.27,0.22,54.7,54.0,98.6,0.31,Matches
113,Cameron Archer\05e8ca6d,eng ENG,MFFW,Aston Villa,eng Premier League,20-288,2001,0.3,40.0,0.00,3.33,6.67,30.0,10.0,40.0,3.33,6.67,50.0,3.33,0.00,23.3,50.0,0.00,0.00,0.00,0.00,0.00,3.33,30.0,20.0,66.7,6.67,Matches
114,Alphonse Areola\2f965a72,fr FRA,GK,West Ham,eng Premier League,29-067,1993,1.0,42.0,40.0,42.0,0.00,0.00,0.00,25.0,0.00,0.00,,0.00,0.00,17.0,48.0,12.0,0.00,0.00,0.00,0.00,0.00,20.0,20.0,100.0,0.00,Matches
115,Jesús Areso\94e01ec6,es ESP,DF,Osasuna,es La Liga,22-307,1999,1.9,43.7,3.16,11.1,22.6,11.6,0.53,28.9,0.00,1.05,0.0,0.00,0.00,14.7,81.6,33.7,2.11,0.53,0.00,1.05,1.05,17.9,12.6,70.6,1.58,Matches
116,Matias Arezo\484ebdb0,uy URU,FW,Granada,es La Liga,19-165,2002,1.7,38.8,1.18,3.53,17.1,19.4,4.12,37.1,0.59,1.76,33.3,0.59,0.00,17.6,94.7,64.7,3.53,0.59,0.59,7.65,1.76,36.5,22.9,62.9,7.06,Matches
117,Santiago Arias\fdd60087,co COL,DF,Granada,es La Liga,30-112,1992,3.7,58.1,4.59,18.6,22.2,20.5,1.08,47.6,0.54,1.62,33.3,0.54,0.27,29.7,137.0,73.2,3.78,1.89,0.00,1.35,0.54,29.2,24.3,83.3,2.16,Matches
118,Adam Armstrong\68c720b5,eng ENG,FWMF,Southampton,eng Premier League,25-084,1997,14.0,31.3,0.43,2.71,12.6,18.6,5.14,29.4,1.14,2.36,48.5,1.21,0.07,22.0,127.3,70.9,4.36,1.29,1.21,2.00,1.71,41.4,22.2,53.6,7.00,Matches
119,Stuart Armstrong\97333cf5,sct SCO,MF,Southampton,eng Premier League,30-036,1992,14.2,57.0,1.55,8.03,27.1,27.3,3.38,55.1,1.62,3.52,46.0,1.76,0.21,43.0,269.2,138.0,6.90,2.96,0.77,1.34,1.62,45.8,40.2,87.7,4.65,Matches
120,Marko Arnautović\00459419,at AUT,FW,Bologna,it Serie A,33-016,1989,27.9,42.2,0.68,2.83,19.3,22.5,6.16,40.3,1.11,1.86,59.6,1.25,0.11,27.8,121.9,45.9,2.83,1.15,0.61,3.05,1.33,51.4,33.3,64.8,9.03,Matches
121,Maximilian Arnold\86e119e0,de GER,MF,Wolfsburg,de Bundesliga,27-343,1994,31.3,65.7,3.32,17.1,39.1,12.9,0.16,58.2,0.13,0.19,66.7,0.13,0.00,38.8,182.3,81.5,2.84,0.73,0.00,0.51,0.83,42.0,39.6,94.4,0.67,Matches
122,Kepa Arrizabalaga\28d596a0,es ESP,GK,Chelsea,eng Premier League,27-214,1994,4.0,37.3,32.5,37.3,0.00,0.00,0.00,30.0,0.00,0.00,,0.00,0.00,21.3,63.3,29.3,0.00,0.00,0.00,0.00,0.00,20.3,20.3,100.0,0.00,Matches
123,Tolgay Arslan\963a328b,de GER,MF,Udinese,it Serie A,31-262,1990,18.3,47.2,1.91,10.4,26.7,14.3,1.20,45.5,0.93,1.86,50.0,1.04,0.11,30.9,184.5,102.1,5.19,2.19,0.22,1.09,1.04,32.0,28.1,87.7,1.37,Matches
124,Arthur\a820e429,br BRA,FW,Fiorentina,it Serie A,24-010,1998,6.7,30.1,1.04,3.88,16.4,11.9,5.22,28.4,1.34,2.09,64.3,1.79,0.15,16.9,79.9,31.5,1.94,0.45,0.30,1.94,1.49,36.4,21.8,59.8,4.78,Matches
125,Santiago Arzamendia\759d8dd7,py PAR,MFDF,Cádiz,es La Liga,24-000,1998,5.2,45.8,2.88,15.2,18.8,14.8,0.58,41.7,0.38,1.92,20.0,0.58,0.58,25.2,118.3,68.5,2.31,1.15,0.00,1.54,1.54,32.7,23.7,72.4,2.31,Matches
126,Takuma Asano\13ddc856,jp JPN,FWMF,Bochum,de Bundesliga,27-176,1994,16.1,33.4,0.56,5.34,14.7,16.6,3.29,33.0,1.06,2.24,47.2,1.30,0.06,24.0,157.6,93.6,3.79,1.43,1.06,2.92,2.05,39.6,22.7,57.5,5.71,Matches
127,Santiago Ascacíbar\e26fcca3,ar ARG,MF,Hertha BSC,de Bundesliga,25-069,1997,24.4,57.0,3.52,20.3,31.5,7.13,0.66,54.8,0.29,0.53,53.8,0.33,0.04,26.1,101.1,48.8,1.76,0.33,0.16,0.53,0.49,34.7,31.4,90.5,0.82,Matches
128,Sergio Asenjo\9f0ea33f,es ESP,GK,Villarreal,es La Liga,32-311,1989,6.0,41.0,35.7,40.8,0.17,0.00,0.00,31.2,0.00,0.00,,0.00,0.00,21.7,90.7,49.5,0.00,0.00,0.00,0.00,0.00,18.5,18.3,99.1,0.00,Matches
129,Marco Asensio\45af8a54,es ESP,FWMF,Real Madrid,es La Liga,26-104,1996,17.2,57.0,0.76,5.41,24.4,31.7,5.17,53.0,1.16,2.09,55.6,1.40,0.12,43.1,248.1,129.5,6.45,2.33,0.99,0.70,1.45,52.4,43.8,83.5,7.27,Matches
130,Harrison Ashby\b391383a,sct SCO,DF,West Ham,eng Premier League,20-172,2001,0.1,90.0,10.0,30.0,10.0,50.0,0.00,80.0,0.00,0.00,,0.00,0.00,40.0,210.0,50.0,10.0,0.00,0.00,0.00,0.00,80.0,60.0,75.0,0.00,Matches
131,Kristoffer Askildsen\a69cc629,no NOR,MF,Sampdoria,it Serie A,21-116,2001,8.1,38.3,4.57,12.7,18.4,8.77,1.36,37.4,0.49,0.86,57.1,0.49,0.00,19.4,86.8,46.3,1.48,0.25,0.00,0.62,0.86,24.0,18.3,76.3,2.47,Matches
132,Fisnik Asllani\35f67a30,xk KVX,MFFW,Hoffenheim,de Bundesliga,19-270,2002,0.1,90.0,0.00,0.00,40.0,50.0,0.00,90.0,0.00,10.0,0.0,0.00,0.00,60.0,130.0,20.0,0.00,0.00,0.00,0.00,0.00,100.0,90.0,90.0,20.0,Matches
133,Kristjan Asllani\0fdcef0e,al ALB,MF,Empoli,it Serie A,20-057,2002,12.0,62.3,4.08,20.8,35.8,10.7,0.58,58.3,0.33,0.67,50.0,0.42,0.00,41.5,216.8,94.8,2.33,0.50,0.17,0.25,0.50,43.3,41.0,94.6,1.17,Matches
134,Iago Aspas\7dcf86f6,es ESP,FW,Celta Vigo,es La Liga,34-277,1987,30.6,49.1,0.65,3.43,20.6,28.2,6.21,46.4,1.08,1.83,58.9,1.14,0.07,34.2,187.3,101.4,5.42,1.86,1.44,2.16,1.37,52.4,37.4,71.3,9.08,Matches
135,Lorenz Assignon\b026bbf6,tg TOG,DF,Rennes,fr Ligue 1,21-317,2000,6.5,69.1,5.08,19.1,30.5,23.4,2.62,57.2,0.77,1.38,55.6,0.77,0.00,40.0,188.8,110.9,4.77,1.54,0.46,1.38,0.92,42.3,36.9,87.3,2.92,Matches
136,Simon Asta\dfc85b89,de GER,DF,Greuther Fürth,de Bundesliga,21-100,2001,6.9,57.7,3.62,22.5,23.0,14.8,1.16,47.1,0.14,0.58,25.0,0.43,0.00,29.4,162.8,88.6,3.19,0.87,0.58,0.87,0.43,32.0,28.1,87.8,1.45,Matches
137,Youcef Atal\6a827d8e,dz ALG,DF,Nice,fr Ligue 1,25-353,1996,12.7,71.7,2.20,17.9,34.5,25.4,2.60,62.6,1.26,2.52,50.0,1.34,0.16,47.2,262.5,166.2,8.66,2.44,0.71,1.34,2.05,47.0,43.3,92.1,3.39,Matches
138,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Arsenal,eng Premier League,32-321,1989,11.5,28.0,0.43,2.96,12.3,14.5,4.78,27.2,0.17,0.52,33.3,0.26,0.00,14.7,89.0,52.2,2.52,0.96,0.78,1.74,0.43,38.5,19.6,50.8,4.87,Matches
139,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Barcelona,es La Liga,32-321,1989,9.5,30.7,0.32,1.05,15.7,15.1,5.47,29.3,0.53,0.74,71.4,0.53,0.00,18.6,71.2,37.3,2.21,0.42,0.84,2.11,1.05,38.2,23.3,60.9,9.26,Matches
140,Emil Audero\649b01d8,it ITA,GK,Sampdoria,it Serie A,25-107,1997,25.5,37.0,33.7,36.9,0.16,0.00,0.00,26.5,0.00,0.00,,0.00,0.00,18.4,90.8,49.3,0.00,0.00,0.00,0.00,0.00,17.5,17.4,99.6,0.00,Matches
141,Tommaso Augello\3cd3b384,it ITA,DF,Sampdoria,it Serie A,27-248,1994,23.6,60.8,4.07,22.3,26.3,16.0,0.51,51.3,0.68,1.53,44.4,0.81,0.04,35.5,193.6,100.6,3.60,1.48,0.13,0.55,0.76,36.6,33.7,92.1,1.86,Matches
142,Jean-Kévin Augustin\97bfa797,fr FRA,FWMF,Nantes,fr Ligue 1,24-323,1997,0.7,35.7,0.00,0.00,21.4,14.3,2.86,34.3,0.00,1.43,0.0,0.00,0.00,22.9,70.0,21.4,1.43,0.00,0.00,1.43,2.86,57.1,28.6,50.0,8.57,Matches
143,Ludwig Augustinsson\9fec8860,se SWE,DF,Sevilla,es La Liga,28-014,1994,8.8,73.3,3.52,25.1,29.5,21.8,1.70,60.9,0.11,0.11,100.0,0.11,0.00,42.2,180.9,80.9,3.41,1.02,0.34,1.14,0.68,48.3,44.5,92.2,2.05,Matches
144,Serge Aurier\5c2b4f07,ci CIV,DF,Villarreal,es La Liga,29-132,1992,10.9,78.6,3.30,26.8,37.0,19.0,2.02,70.3,1.19,2.02,59.1,1.28,0.09,49.5,182.5,102.1,4.40,1.38,0.28,1.01,1.01,53.2,50.3,94.5,2.75,Matches
145,Ezequiel Ávila\253a06b9,ar ARG,FWMF,Osasuna,es La Liga,28-088,1994,18.4,37.7,0.71,4.08,16.7,19.1,2.66,36.5,0.54,1.47,37.0,0.87,0.16,21.7,118.3,56.7,3.10,1.20,0.27,1.96,1.41,44.8,26.5,59.1,4.89,Matches
146,Taiwo Awoniyi\e5478b87,ng NGA,FW,Union Berlin,de Bundesliga,24-266,1997,22.5,35.0,1.16,2.31,17.6,17.6,5.47,34.7,1.29,2.44,52.7,1.47,0.04,23.7,96.8,51.6,2.67,1.07,0.71,5.16,2.44,49.1,26.3,53.6,8.04,Matches
147,Ramzi Aya\6a1f66a7,it ITA,DF,Salernitana,it Serie A,31-276,1990,1.5,21.3,2.67,9.33,8.67,3.33,0.00,18.0,0.00,0.00,,0.00,0.00,10.7,44.0,21.3,0.67,0.00,0.00,0.00,0.00,12.0,10.0,83.3,0.00,Matches
148,Jordan Ayew\da052c14,gh GHA,FW,Crystal Palace,eng Premier League,30-236,1991,21.4,50.8,0.61,7.34,27.0,21.7,3.60,50.3,1.78,3.27,54.3,1.87,0.28,39.3,240.9,140.1,6.59,2.24,1.12,3.22,3.64,48.3,36.5,75.6,4.39,Matches
149,Kaan Ayhan\2200181e,tr TUR,DF,Sassuolo,it Serie A,27-176,1994,13.0,67.1,10.6,35.7,34.5,1.92,0.23,64.1,0.15,0.15,100.0,0.15,0.00,45.4,277.8,178.1,3.54,0.46,0.00,0.31,0.00,46.7,46.1,98.7,0.00,Matches
150,Luke Ayling\420d7c7d,eng ENG,DF,Leeds United,eng Premier League,30-253,1991,25.0,73.5,9.12,37.7,30.4,10.8,1.44,67.0,1.00,1.64,61.0,1.08,0.24,44.0,258.2,153.0,4.20,1.20,0.12,0.96,0.80,47.2,44.6,94.6,1.28,Matches
151,Karim Azamoum\eaf71a5e,fr FRA,DF,Troyes,fr Ligue 1,32-108,1990,4.3,41.4,3.95,24.9,14.4,3.72,0.47,38.6,0.23,0.47,50.0,0.23,0.00,27.0,136.0,66.5,0.93,0.47,0.00,0.47,0.47,28.1,27.2,96.7,0.47,Matches
152,Sardar Azmoun\10549b49,ir IRN,FWMF,Leverkusen,de Bundesliga,27-124,1995,3.2,35.6,2.81,5.94,18.1,13.8,3.44,35.3,0.94,1.25,75.0,0.94,0.00,22.5,156.6,90.3,2.50,0.63,0.63,0.94,1.25,36.6,25.3,69.2,4.38,Matches
153,César Azpilicueta\53cad200,es ESP,DF,Chelsea,eng Premier League,32-250,1989,20.7,84.6,5.36,26.1,39.9,22.4,2.37,77.6,0.58,0.82,70.6,0.58,0.05,52.7,211.4,122.2,6.38,1.59,0.29,0.58,0.34,62.5,58.9,94.4,2.46,Matches
154,Iddrisu Baba\bfd381b3,gh GHA,MF,Mallorca,es La Liga,26-103,1996,20.5,46.9,3.46,15.2,29.5,5.32,0.44,46.3,0.78,1.27,61.5,0.83,0.10,30.5,151.3,68.5,2.24,1.02,0.00,0.63,1.27,25.9,24.3,94.0,0.24,Matches
155,Carlos Bacca\09a9e921,co COL,FW,Granada,es La Liga,35-239,1986,5.6,27.1,1.07,3.04,11.6,13.8,3.93,25.7,1.43,1.79,80.0,1.43,0.18,15.7,80.0,43.0,2.50,0.54,1.07,1.61,0.71,35.2,18.6,52.8,4.82,Matches
156,Daniel Bachmann\1c0eea98,at AUT,GK,Watford,eng Premier League,27-300,1994,11.0,32.9,28.1,32.7,0.18,0.00,0.00,22.6,0.09,0.09,100.0,0.09,0.00,14.8,81.0,51.5,0.00,0.00,0.00,0.00,0.00,12.3,12.2,99.3,0.00,Matches
157,Loïc Bade\114bbdee,fr FRA,DF,Rennes,fr Ligue 1,22-024,2000,10.9,76.1,10.0,42.6,37.6,1.65,0.83,75.2,0.18,0.18,100.0,0.18,0.00,55.5,363.0,201.0,5.05,0.55,0.00,0.28,0.18,56.8,56.0,98.5,0.00,Matches
158,Milan Badelj\e8c930bb,hr CRO,MF,Genoa,it Serie A,33-069,1989,30.3,60.6,2.28,16.0,39.1,9.01,0.73,59.2,1.06,1.65,64.0,1.12,0.03,35.3,140.6,65.1,2.41,0.69,0.03,0.99,0.96,38.1,36.2,95.1,0.96,Matches
159,Édgar Badía\e4346678,es ESP,GK,Elche,es La Liga,30-082,1992,22.0,38.0,34.4,37.9,0.18,0.00,0.00,26.1,0.00,0.00,,0.00,0.00,16.6,76.2,33.7,0.00,0.00,0.00,0.00,0.00,14.0,14.0,100.0,0.00,Matches
160,Benoît Badiashile\06df8256,fr FRA,DF,Monaco,fr Ligue 1,21-040,2001,17.4,78.1,8.91,33.3,46.3,1.67,0.69,76.9,0.23,0.40,57.1,0.23,0.00,49.4,215.2,113.9,2.70,0.23,0.00,0.06,0.06,55.1,54.1,98.3,0.17,Matches
161,Youssouph Badji\6a2b9aee,sn SEN,FW,Brest,fr Ligue 1,20-136,2001,1.5,32.0,0.67,0.67,13.3,19.3,4.00,31.3,0.67,0.67,100.0,0.67,0.00,21.3,75.3,18.0,1.33,0.67,0.00,2.67,1.33,39.3,26.7,67.8,8.67,Matches
162,Miguel Baeza\a98f3cbf,es ESP,DF,Celta Vigo,es La Liga,22-039,2000,0.0,5,0,1,4,3,0,5,0,0,,0,0,5,71,49,2,1,0,0,0,5,5,100.0,0,Matches
163,Issa Bah\956a78ea,lu LUX,FW,Venezia,it Serie A,19-304,2002,0.1,100.0,0.00,20.0,60.0,20.0,0.00,100.0,0.00,0.00,,0.00,0.00,90.0,340.0,90.0,0.00,0.00,0.00,0.00,30.0,80.0,60.0,75.0,20.0,Matches
164,Stéphane Bahoken\5046b7d4,cm CMR,FW,Angers,fr Ligue 1,29-342,1992,9.8,28.3,0.41,1.94,14.8,12.8,3.27,27.3,0.82,1.33,61.5,0.92,0.00,17.4,70.9,30.3,1.63,0.51,0.41,2.96,1.63,32.4,19.6,60.4,6.02,Matches
165,Leon Bailey\3a233281,jm JAM,FWMF,Aston Villa,eng Premier League,24-269,1997,8.5,41.8,0.94,4.94,14.8,25.4,4.12,39.3,1.65,2.71,60.9,1.76,0.12,31.5,188.8,103.4,6.82,1.29,1.18,3.06,3.65,38.9,28.9,74.3,6.59,Matches
166,Eric Bailly\a1232f4e,ci CIV,DF,Manchester Utd,eng Premier League,28-023,1994,2.4,47.1,10.8,30.4,17.1,1.25,0.00,45.4,0.00,0.83,0.0,0.00,0.00,25.8,130.4,59.2,2.08,0.00,0.00,0.42,1.25,22.5,22.1,98.1,0.00,Matches
167,Dénys Bain\5065d67d,fr FRA,DF,Brest,fr Ligue 1,28-307,1993,2.0,49.5,8.50,29.0,24.0,1.00,0.50,48.0,0.00,0.50,0.0,0.50,0.00,30.0,224.0,115.5,1.50,0.00,0.00,0.00,0.00,34.0,33.5,98.5,0.00,Matches
168,Stefan Bajic\be13e5a8,fr FRA,GK,Saint-Étienne,fr Ligue 1,20-133,2001,5.7,36.1,30.5,35.8,0.35,0.00,0.00,25.8,0.00,0.00,,0.00,0.00,16.3,75.6,40.2,0.00,0.00,0.00,0.00,0.00,12.5,12.3,98.6,0.00,Matches
169,Nedim Bajrami\f42d6c13,al ALB,MF,Empoli,it Serie A,23-066,1999,21.3,50.3,0.42,4.27,20.0,30.1,4.60,43.0,1.55,2.91,53.2,1.69,0.05,35.5,214.1,121.5,6.15,1.97,1.17,2.07,1.64,45.4,33.8,74.4,6.90,Matches
170,Cédric Bakambu\0af4dcf0,cd COD,FW,Marseille,fr Ligue 1,31-024,1991,3.8,28.7,0.53,2.89,9.47,17.1,6.58,27.4,0.53,0.53,100.0,0.53,0.00,15.8,83.7,47.9,3.42,0.00,1.05,2.37,1.32,39.5,21.8,55.3,8.95,Matches
171,Abdoulaye Bakayoko\ee95585f,fr FRA,DF,Saint-Étienne,fr Ligue 1,19-141,2002,3.4,57.1,4.71,34.4,25.6,1.18,0.29,55.9,0.88,0.88,100.0,0.88,0.00,31.5,183.5,105.9,1.18,0.59,0.00,0.59,1.47,27.9,27.4,97.9,0.00,Matches
172,Tiemoué Bakayoko\59bf127b,fr FRA,MF,Milan,it Serie A,27-261,1994,5.4,69.3,3.52,16.1,44.8,10.7,0.74,69.1,0.93,1.85,50.0,0.93,0.00,42.2,200.2,78.5,3.89,0.93,0.00,0.37,0.56,47.8,45.4,95.0,0.93,Matches
173,Mitchel Bakker\a8567629,nl NED,DF,Leverkusen,de Bundesliga,21-319,2000,19.5,71.9,3.64,22.3,37.4,16.9,1.44,63.3,1.38,2.51,55.1,1.54,0.15,45.4,200.7,109.9,4.10,1.49,0.31,1.23,1.03,50.0,45.3,90.6,2.00,Matches
